count,source_column,raw_value,normalized_value,destination,category,confidence,note
3,Environment (Local Scale),rhizosphere [ENVO:00005801],rhizosphere envo 00005801,Environment_Medium_SD,soil,high,environmental medium
3,Environment (Local Scale),creek sediment,creek sediment,Environment_Medium_SD,sediment,high,environmental medium
3,Environment (Local Scale),8 km downstream of Wernigerode-Silstedt wastewater treatment plant,8 km downstream of wernigerode silstedt wastewater treatment plant,Environment_Medium_SD,wastewater,high,environmental medium
3,Environment (Local Scale),surface soil,surface soil,Environment_Medium_SD,soil,high,environmental medium
3,Isolation Site,Lake Washington sediment,lake washington sediment,Environment_Medium_SD,sediment,high,environmental medium
3,Environment (Local Scale),crude oil contaminated soil,crude oil contaminated soil,Environment_Medium_SD,soil,high,environmental medium
3,Environment (Local Scale),sewage treatment plant,sewage treatment plant,Environment_Medium_SD,sewage,high,environmental medium
3,Isolation Site,Sea-water sample,sea water sample,Environment_Medium_SD,seawater,high,water type
3,Environment (Local Scale),"terraced surface, where peaty soil has formed over cliff rock",terraced surface where peaty soil has formed over cliff rock,Environment_Medium_SD,soil,high,environmental medium
3,Environment Medium,mature fine tailings from oil sands tailings pond,mature fine tailings from oil sands tailings pond,Environment_Medium_SD,pond water,high,water type
3,Environment (Local Scale),Deep marine sediment ENVO:00002113,deep marine sediment envo 00002113,Environment_Medium_SD,sediment,high,environmental medium
3,Environment (Local Scale),mangrove sediment,mangrove sediment,Environment_Medium_SD,sediment,high,environmental medium
3,Environment (Local Scale),area of barren land [ENVO:01000752] | bare soil [ENVO:01001616],area of barren land envo 01000752 bare soil envo 01001616,Environment_Medium_SD,soil,high,environmental medium
3,Environment (Local Scale),granitic desert soil,granitic desert soil,Environment_Medium_SD,soil,high,environmental medium
3,Environment Medium,blood [ENVO:02000027],blood envo 02000027,Sample_Type_SD,blood,high,clinical material
3,Environment (Local Scale),contaminated soil|contaminated water,contaminated soil contaminated water,Environment_Medium_SD,soil,high,environmental medium
3,Isolation Site,Sakinaw Lake,sakinaw lake,Environment_Medium_SD,lake water,high,water type
3,Environment (Local Scale),Rhizosphere of Pinus,rhizosphere of pinus,Environment_Medium_SD,soil,high,environmental medium
3,Environment (Local Scale),marine solar saltern sediment,marine solar saltern sediment,Environment_Medium_SD,sediment,high,environmental medium
3,Environment (Local Scale),Marine sediment [ENVO:03000033]|Bay [ENVO:00000032],marine sediment envo 03000033 bay envo 00000032,Environment_Medium_SD,sediment,high,environmental medium
2,Isolation Source,food-brone disease patient,food brone disease patient,Host_Health_State_SD,diseased,medium,health state
2,Isolation Source,swine urine,swine urine,Sample_Type_SD,urine,high,clinical material
2,Isolation Source,sick pig,sick pig,Host_Health_State_SD,diseased,medium,health state
2,Isolation Source,swine soil,swine soil,Environment_Medium_SD,soil,high,environmental medium
2,Isolation Source,feces from bloody feces of infected patient,feces from bloody feces of infected patient,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,Urine - Community-acquired human infection - Outpatient clinic,urine community acquired human infection outpatient clinic,Sample_Type_SD,urine,high,clinical material
2,Isolation Source,SWINE FECES,swine feces,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,Cattle fecal matter,cattle fecal matter,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,cow pasture fecal,cow pasture fecal,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,sick pig lung,sick pig lung,Host_Health_State_SD,diseased,medium,health state
2,Isolation Source,Healthy human (stool),healthy human,Host_Health_State_SD,healthy/no disease reported,medium,health state
2,Isolation Source,soil from swine farming environment,soil from swine farming environment,Environment_Medium_SD,soil,high,environmental medium
2,Isolation Source,fecal steer,fecal steer,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,healthy human stool samples,healthy human stool samples,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,human feces of different individuals,human feces of different individuals,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,Urine sample from patient with Pyelonephritis,urine sample from patient with pyelonephritis,Sample_Type_SD,urine,high,clinical material
2,Isolation Source,cattle fecal,cattle fecal,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,bovine cow blood,bovine cow blood,Sample_Type_SD,blood,high,clinical material
2,Isolation Source,swine faeces,swine faeces,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,Chicken blood (Gallus gallus),chicken blood,Sample_Type_SD,blood,high,clinical material
2,Isolation Source,sick chicken lung,sick chicken lung,Host_Health_State_SD,diseased,medium,health state
2,Isolation Source,fecal sample from patient,fecal sample from patient,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,feces market swine (Sus scrofa),feces market swine,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,steer feces (Bos taurus),steer feces,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,human disease,human disease,Host_Health_State_SD,diseased,medium,health state
2,Isolation Source,lung of a diseased pig,lung of a diseased pig,Host_Health_State_SD,diseased,medium,health state
2,Environment (Broad Scale),Blood; Host,blood host,Sample_Type_SD,blood,high,clinical material
2,Isolation Source,human stool swab,human stool swab,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,Chicken fecal material,chicken fecal material,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,"Cow, fecal",cow fecal,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,"Human, fecal",human fecal,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,blood sample from patient with bacteremia,blood sample from patient with bacteremia,Sample_Type_SD,blood,high,clinical material
2,Isolation Source,blood from patient,blood from patient,Sample_Type_SD,blood,high,clinical material
2,Isolation Source,blood from patient with septicemia,blood from patient with septicemia,Sample_Type_SD,blood,high,clinical material
2,Isolation Source,patient urine,patient urine,Sample_Type_SD,urine,high,clinical material
2,Isolation Source,blood culture from a patient in a burn unit,blood culture from a patient in a burn unit,Sample_Type_SD,blood,high,clinical material
2,Isolation Source,Patient urine,patient urine,Sample_Type_SD,urine,high,clinical material
2,Isolation Source,Sputum from patient from coronary care unit,sputum from patient from coronary care unit,Sample_Type_SD,sputum,high,respiratory material
2,Isolation Source,feces cattle (Bos taurus),feces cattle,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,blood from 86 year old patient,blood from 86 year old patient,Sample_Type_SD,blood,high,clinical material
2,Isolation Source,human-associated habitat | urine,human associated habitat urine,Sample_Type_SD,urine,high,clinical material
2,Isolation Source,"chicken blood-fed, lab-reared Aedes aegypti mosquito",chicken blood fed lab reared aedes aegypti mosquito,Sample_Type_SD,blood,high,clinical material
2,Isolation Source,feces from mastitis cow,feces from mastitis cow,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,"patient, urine",patient urine,Sample_Type_SD,urine,high,clinical material
2,Isolation Source,blood sample from hospitalized patient 2,blood sample from hospitalized patient 2,Sample_Type_SD,blood,high,clinical material
2,Isolation Source,chicken fecal,chicken fecal,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,Pig (grower) - fecal,pig fecal,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,feces of a diseased cow,feces of a diseased cow,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Site,Rectal swab,rectal swab,Sample_Type_SD,rectal swab,high,swab material
2,Isolation Site,Rectal Swab,rectal swab,Sample_Type_SD,rectal swab,high,swab material
2,Environment (Local Scale),Wastewater sludge/ Sewer sludge,wastewater sludge sewer sludge,Environment_Medium_SD,sludge,high,environmental medium
2,Environment (Local Scale),Wastewater treatment plant effluents,wastewater treatment plant effluents,Environment_Medium_SD,wastewater,high,environmental medium
2,Environment (Local Scale),paddy soil,paddy soil,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),ENVO:Soil,envo soil,Environment_Medium_SD,soil,high,environmental medium
2,Host Disease,Urine,urine,Sample_Type_SD,urine,high,clinical material
2,Host Disease,pathogen fecal carriage,pathogen fecal carriage,Sample_Type_SD,feces/stool,high,fecal material
2,Host Disease,Hospital-acquired infection after surgery,hospital acquired infection after surgery,Isolation_Source_SD,healthcare facility,high,healthcare-associated location
2,Host Disease,Blood Infection,blood infection,Sample_Type_SD,blood,high,clinical material
2,Host Disease,Urogenital disease,urogenital disease,Host_Health_State_SD,diseased,medium,health state
2,Isolation Source,fecal sample from chicken,fecal sample from chicken,Sample_Type_SD,feces/stool,high,fecal material
2,Sample Type,Cassava wastewater,cassava wastewater,Environment_Medium_SD,wastewater,high,environmental medium
2,Environment (Local Scale),soil [ENVO:00002007],soil envo 00002007,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),Soil beneath apple trees growing in garden,soil beneath apple trees growing in garden,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),petroleum polluted soil,petroleum polluted soil,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),air sampler,air sampler,Environment_Medium_SD,air,high,environmental medium
2,Environment (Local Scale),Pig faeces,pig faeces,Sample_Type_SD,feces/stool,high,fecal material
2,Environment (Local Scale),Tea plant soil,tea plant soil,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),Sunflower rhizosphere soil,sunflower rhizosphere soil,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),Desert soil,desert soil,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),hypersaline soil,hypersaline soil,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),geothermal soil,geothermal soil,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),Wastewater treatment plants (WWTPs) in Seville,wastewater treatment plants in seville,Environment_Medium_SD,wastewater,high,environmental medium
2,Isolation Site,marine sediment,marine sediment,Environment_Medium_SD,sediment,high,environmental medium
2,Environment Medium,lake[ENVO:00000020],lake envo 00000020,Environment_Medium_SD,lake water,high,water type
2,Environment (Local Scale),Nearshore Sediment,nearshore sediment,Environment_Medium_SD,sediment,high,environmental medium
2,Environment (Local Scale),Costal sediment,costal sediment,Environment_Medium_SD,sediment,high,environmental medium
2,Environment (Local Scale),Deep-sea water,deep sea water,Environment_Medium_SD,seawater,high,water type
2,Environment (Local Scale),Surface soil,surface soil,Environment_Medium_SD,soil,high,environmental medium
2,Isolation Source,patient 8 stool,patient 8 stool,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,patient 9 stool,patient 9 stool,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,stool from botulism patient,stool from botulism patient,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,Healthy chicken intestine,healthy chicken intestine,Host_Health_State_SD,healthy/no disease reported,medium,health state
2,Isolation Source,healthy human feces,healthy human feces,Sample_Type_SD,feces/stool,high,fecal material
2,Host Disease,blood infection,blood infection,Sample_Type_SD,blood,high,clinical material
2,Environment Medium,fecal,fecal,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,sputum of a patient with pulmonary disease,sputum of a patient with pulmonary disease,Sample_Type_SD,sputum,high,respiratory material
2,Isolation Source,sputum from a patient infected with tuberculosis,sputum from a patient infected with tuberculosis,Sample_Type_SD,sputum,high,respiratory material
2,Isolation Source,sputum sample from patient with tuberculosis,sputum sample from patient with tuberculosis,Sample_Type_SD,sputum,high,respiratory material
2,Isolation Source,sputum of patient with mycobacteriosis,sputum of patient with mycobacteriosis,Sample_Type_SD,sputum,high,respiratory material
2,Host Disease,MAC disease,mac disease,Host_Health_State_SD,diseased,medium,health state
2,Host Disease,Bacterial disease,bacterial disease,Host_Health_State_SD,diseased,medium,health state
2,Environment (Local Scale),air scrubber 1,air scrubber 1,Environment_Medium_SD,air,high,environmental medium
2,Isolation Source,Feces of healthy 12 day male infants,feces of healthy 12 day male infants,Sample_Type_SD,feces/stool,high,fecal material
2,Host Disease,seeds| other (flavoring or seasoning),seeds other,Sample_Type_SD,metadata descriptor/non-source,high,metadata/admin descriptor
2,Isolation Source,sputum sample of melioidosis patient,sputum sample of melioidosis patient,Sample_Type_SD,sputum,high,respiratory material
2,Isolation Source,sputum isolated from a patient with a primary melioidosis infection,sputum isolated from a patient with a primary melioidosis infection,Sample_Type_SD,sputum,high,respiratory material
2,Isolation Source,sputum from non-CF patient,sputum from non cf patient,Sample_Type_SD,sputum,high,respiratory material
2,Isolation Source,blood from melioidosis patient,blood from melioidosis patient,Sample_Type_SD,blood,high,clinical material
2,Environment Medium,Cystic fibrosis Sputum,cystic fibrosis sputum,Sample_Type_SD,sputum,high,respiratory material
2,Environment (Local Scale),Water Processor Assembly,water processor assembly,Sample_Type_SD,metadata descriptor/non-source,high,metadata/admin descriptor
2,Environment (Local Scale),The rhizosphere,the rhizosphere,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),waste water treatment plant,waste water treatment plant,Environment_Medium_SD,wastewater,high,environmental medium
2,Host Disease,Invasive disease,invasive disease,Host_Health_State_SD,diseased,medium,health state
2,Host Disease,Chronic Suppurative Lung Disease,chronic suppurative lung disease,Host_Health_State_SD,diseased,medium,health state
2,Environment Medium,rectal swab,rectal swab,Sample_Type_SD,rectal swab,high,swab material
2,Environment (Local Scale),raw sewage,raw sewage,Environment_Medium_SD,sewage,high,environmental medium
2,Host Disease,chronic kidney disease,chronic kidney disease,Host_Health_State_SD,diseased,medium,health state
2,Host Disease,end stage liver disease,end stage liver disease,Host_Health_State_SD,diseased,medium,health state
2,Sample Type,Diseased field leaf,diseased field leaf,Host_Health_State_SD,diseased,medium,health state
2,Environment (Local Scale),sludge,sludge,Environment_Medium_SD,sludge,high,environmental medium
2,Host Disease,black rot disease,black rot disease,Host_Health_State_SD,diseased,medium,health state
2,Host Disease,leaf scald disease,leaf scald disease,Host_Health_State_SD,diseased,medium,health state
2,Environment (Broad Scale),human faeces,human faeces,Sample_Type_SD,feces/stool,high,fecal material
2,Environment Medium,urine sample,urine sample,Sample_Type_SD,urine,high,clinical material
2,Host Disease,hospital infection,hospital infection,Isolation_Source_SD,healthcare facility,high,healthcare-associated location
2,Host Health State,general department ICU,general department icu,Isolation_Source_SD,healthcare facility,high,healthcare-associated location
2,Isolation Source,Human blood culture,human blood culture,Sample_Type_SD,blood,high,clinical material
2,Isolation Source,blood of a patient with bacteraemia of unknown origin,blood of a patient with bacteraemia of unknown origin,Sample_Type_SD,blood,high,clinical material
2,Isolation Site,Saline soil,saline soil,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),Soil beneath apple trees growing in cultivated orchard,soil beneath apple trees growing in cultivated orchard,Environment_Medium_SD,soil,high,environmental medium
2,Host Disease,Respiratory Disease,respiratory disease,Host_Health_State_SD,diseased,medium,health state
2,Host Disease,multi-ingredient| other (confectionery)| seeds,multi ingredient other seeds,Sample_Type_SD,metadata descriptor/non-source,high,metadata/admin descriptor
2,Host Disease,other (sweetener),other,Sample_Type_SD,metadata descriptor/non-source,high,metadata/admin descriptor
2,Host Disease,environmental| other animal,environmental other animal,Sample_Type_SD,metadata descriptor/non-source,high,metadata/admin descriptor
2,Host Disease,Nasopharynx of a respiratory disease,nasopharynx of a respiratory disease,Host_Health_State_SD,diseased,medium,health state
2,Isolation Source,sputum of a patient with lung infections,sputum of a patient with lung infections,Sample_Type_SD,sputum,high,respiratory material
2,Host Disease,Skin disease,skin disease,Host_Health_State_SD,diseased,medium,health state
2,Host Disease,cystocentesis urine,cystocentesis urine,Sample_Type_SD,urine,high,clinical material
2,Isolation Site,Farmland soil,farmland soil,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),urine sample,urine sample,Sample_Type_SD,urine,high,clinical material
2,Environment (Local Scale),Loam soil,loam soil,Environment_Medium_SD,soil,high,environmental medium
2,Isolation Source,Human adult fecal sample,human adult fecal sample,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,diseased cattle,diseased cattle,Host_Health_State_SD,diseased,medium,health state
2,Environment Medium,faecal matter,faecal matter,Sample_Type_SD,feces/stool,high,fecal material
2,Host Disease,Lewy Body Disease,lewy body disease,Host_Health_State_SD,diseased,medium,health state
2,Environment (Local Scale),fecal environment [ENVO:01001029],fecal environment envo 01001029,Sample_Type_SD,feces/stool,high,fecal material
2,Environment (Local Scale),Sandy-loam soil,sandy loam soil,Environment_Medium_SD,soil,high,environmental medium
2,Host Disease,Corn Decline Disease,corn decline disease,Host_Health_State_SD,diseased,medium,health state
2,Host Disease,Banana blood disease,banana blood disease,Sample_Type_SD,blood,high,clinical material
2,Host Disease,Ralstonia wilt disease,ralstonia wilt disease,Host_Health_State_SD,diseased,medium,health state
2,Isolation Source,"human with endocarditis, blood",human with endocarditis blood,Sample_Type_SD,blood,high,clinical material
2,Isolation Site,Sewage sludge compost,sewage sludge compost,Environment_Medium_SD,sludge,high,environmental medium
2,Environment (Local Scale),intestine environment [ENVO:2100002]|fecal environment [ENVO:01001029],intestine environment envo 2100002 fecal environment envo 01001029,Sample_Type_SD,feces/stool,high,fecal material
2,Environment (Broad Scale),"patient, blood",patient blood,Sample_Type_SD,blood,high,clinical material
2,Environment (Local Scale),contaminated soil,contaminated soil,Environment_Medium_SD,soil,high,environmental medium
2,Host Disease,"Infection and inflame. Reaction due to other internal prosthetic devices, implants and grafts",infection and inflame. reaction due to other internal prosthetic devices implants and grafts,Sample_Type_SD,metadata descriptor/non-source,high,metadata/admin descriptor
2,Host Disease,chronic obstructive pulmonary disease (COPD),chronic obstructive pulmonary disease,Host_Health_State_SD,diseased,medium,health state
2,Host Disease,Glassers Disease,glassers disease,Host_Health_State_SD,diseased,medium,health state
2,Environment (Local Scale),"forest soil, summer, South Korea",forest soil summer south korea,Environment_Medium_SD,soil,high,environmental medium
2,Environment Medium,human blood,human blood,Sample_Type_SD,blood,high,clinical material
2,Environment (Local Scale),Silty clay loam soil,silty clay loam soil,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),bulk soil,bulk soil,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),Rhizospheric soil biome,rhizospheric soil biome,Environment_Medium_SD,soil,high,environmental medium
2,Isolation Site,Freshwater lake,freshwater lake,Environment_Medium_SD,lake water,high,water type
2,Environment Medium,Biofilm,biofilm,Environment_Medium_SD,biofilm,high,environmental medium
2,Environment (Local Scale),soil with traces of petroleum hydrocarbons,soil with traces of petroleum hydrocarbons,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),PAH-contaminated soil sample from a bitumen factory,pah contaminated soil sample from a bitumen factory,Environment_Medium_SD,soil,high,environmental medium
2,Isolation Site,"Sediment, freshwater (freshwater sediments, artificial channels) Minnesota",sediment freshwater minnesota,Environment_Medium_SD,sediment,high,environmental medium
2,Isolation Source,female pig fecal storage tank,female pig fecal storage tank,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,Diarrheic Human Stool,diarrheic human stool,Sample_Type_SD,feces/stool,high,fecal material
2,Isolation Source,Healthy Human Stool,healthy human stool,Sample_Type_SD,feces/stool,high,fecal material
2,Environment Medium,diseased stem of tobacco,diseased stem of tobacco,Host_Health_State_SD,diseased,medium,health state
2,Environment (Local Scale),Rhizosphere-5ppm,rhizosphere 5ppm,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),Sea water (ENVO:00002149),seawater,Environment_Medium_SD,seawater,high,water type
2,Environment (Local Scale),air conditioner condensate pipe,air conditioner condensate pipe,Environment_Medium_SD,air,high,environmental medium
2,Isolation Source,feces from a healthy human,feces from a healthy human,Sample_Type_SD,feces/stool,high,fecal material
2,Environment (Broad Scale),Healthy cow,healthy cow,Host_Health_State_SD,healthy/no disease reported,medium,health state
2,Environment (Local Scale),field vole blood,field vole blood,Sample_Type_SD,blood,high,clinical material
2,Sample Type,lake,lake,Environment_Medium_SD,lake water,high,water type
2,Environment (Local Scale),rhizosphere zone,rhizosphere zone,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),park soil,park soil,Environment_Medium_SD,soil,high,environmental medium
2,Environment Medium,balf,balf,Sample_Type_SD,bronchoalveolar lavage fluid,high,respiratory material
2,Environment (Local Scale),marine sediment [ENVO:00002154],marine sediment envo 00002154,Environment_Medium_SD,sediment,high,environmental medium
2,Environment (Local Scale),forestry [ENVO_01001432]|soil [ENVO:00002003],forestry envo 01001432 soil envo 00002003,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),bare soil [ENVO:01001616 ],bare soil envo 01001616,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),Five humified soil samples,five humified soil samples,Environment_Medium_SD,soil,high,environmental medium
2,Environment Medium,Human sputum,human sputum,Sample_Type_SD,sputum,high,respiratory material
2,Environment (Broad Scale),Human sputum,human sputum,Sample_Type_SD,sputum,high,respiratory material
2,Environment (Local Scale),Human sputum,human sputum,Sample_Type_SD,sputum,high,respiratory material
2,Environment (Local Scale),gypsiferous soil,gypsiferous soil,Environment_Medium_SD,soil,high,environmental medium
2,Isolation Site,Air sample,air sample,Environment_Medium_SD,air,high,environmental medium
2,Isolation Site,"Soil, sonoran desert; USA, Arizona",soil sonoran desert usa arizona,Environment_Medium_SD,soil,high,environmental medium
2,Isolation Site,Vineyard soil,vineyard soil,Environment_Medium_SD,soil,high,environmental medium
2,Sample Type,control,control,Host_Health_State_SD,healthy/no disease reported,medium,health state
2,Environment (Local Scale),soil rhizosphere,soil rhizosphere,Environment_Medium_SD,soil,high,environmental medium
2,Environment Medium,URINE,urine,Sample_Type_SD,urine,high,clinical material
2,Isolation Site,"Sediment, saltwater isolation date: September 23, 2001",sediment saltwater isolation date september 23 2001,Environment_Medium_SD,sediment,high,environmental medium
2,Environment Medium,nasopharyngeal swab,nasopharyngeal swab,Sample_Type_SD,nasopharyngeal swab,high,upper respiratory swab
2,Environment (Local Scale),Wastewater treatment plant,wastewater treatment plant,Environment_Medium_SD,wastewater,high,environmental medium
2,Isolation Site,saline-alkaline soil,saline alkaline soil,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),Ex-landfill soil,ex landfill soil,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),JPL Spacecraft Assembly Facility,jpl spacecraft assembly facility,Sample_Type_SD,metadata descriptor/non-source,high,metadata/admin descriptor
2,Host Disease,Hemorrhagic disease,hemorrhagic disease,Host_Health_State_SD,diseased,medium,health state
2,Isolation Site,Soda lake sediment,soda lake sediment,Environment_Medium_SD,sediment,high,environmental medium
2,Environment (Local Scale),freshwater sediment,freshwater sediment,Environment_Medium_SD,sediment,high,environmental medium
2,Environment (Local Scale),meadow soil,meadow soil,Environment_Medium_SD,soil,high,environmental medium
2,Host Disease,Borrelia miyamotoi disease,borrelia miyamotoi disease,Host_Health_State_SD,diseased,medium,health state
2,Environment Medium,Microbial mat floating in the lake,microbial mat floating in the lake,Environment_Medium_SD,lake water,high,water type
2,Isolation Site,Biological soil crusts,biological soil crusts,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),organohalide contaminated sediment,organohalide contaminated sediment,Environment_Medium_SD,sediment,high,environmental medium
2,Environment (Local Scale),soil[ENV0:01001044],soil env0 01001044,Environment_Medium_SD,soil,high,environmental medium
2,Isolation Site,"Marine sediment beside whale carcasses isolation date: September, 2003",marine sediment beside whale carcasses isolation date september 2003,Environment_Medium_SD,sediment,high,environmental medium
2,Environment (Local Scale),deep trench amphipod associated and seawater,deep trench amphipod associated and seawater,Environment_Medium_SD,seawater,high,water type
2,Isolation Site,"Marine biofilm on stainless steel electrode from Genoa harbour, Italy",marine biofilm on stainless steel electrode from genoa harbour italy,Environment_Medium_SD,biofilm,high,environmental medium
2,Environment (Local Scale),"microbial feature [ENVO:01000007], biofilm[ENVO:00002034], sulphate-reducing sediment [ENVO:01000153]",microbial feature envo 01000007 biofilm envo 00002034 sulphate reducing sediment envo 01000153,Environment_Medium_SD,biofilm,high,environmental medium
2,Isolation Site,Soil from a ginseng field,soil from a ginseng field,Environment_Medium_SD,soil,high,environmental medium
2,Isolation Site,Forest soil,forest soil,Environment_Medium_SD,soil,high,environmental medium
2,Isolation Site,Rice-paddy soil,rice paddy soil,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),sediment enrichment,sediment enrichment,Environment_Medium_SD,sediment,high,environmental medium
2,Environment (Local Scale),rhizosphere of Brassica napus var. Huayouza 62 grown in a soil mix under controlled conditions,rhizosphere of brassica napus var. huayouza 62 grown in a soil mix under controlled conditions,Environment_Medium_SD,soil,high,environmental medium
2,Isolation Site,Sediment sample from salt lake,sediment sample from salt lake,Environment_Medium_SD,sediment,high,environmental medium
2,Isolation Site,"water sample from a subterranean saline lake on Mallorca, Spain",water sample from a subterranean saline lake on mallorca spain,Environment_Medium_SD,lake water,high,water type
2,Environment (Local Scale),deep marine sediment,deep marine sediment,Environment_Medium_SD,sediment,high,environmental medium
2,Sample Type,low-mineralized lake,low mineralized lake,Environment_Medium_SD,lake water,high,water type
2,Isolation Source,chicken yard soil,chicken yard soil,Environment_Medium_SD,soil,high,environmental medium
2,Isolation Source,soil from chicken yard,soil from chicken yard,Environment_Medium_SD,soil,high,environmental medium
2,Environment (Local Scale),flocculant sediment,flocculant sediment,Environment_Medium_SD,sediment,high,environmental medium
2,Environment (Local Scale),Plant rhizosphere soil,plant rhizosphere soil,Environment_Medium_SD,soil,high,environmental medium
2,Isolation Site,Sediment sample,sediment sample,Environment_Medium_SD,sediment,high,environmental medium
2,Isolation Site,Tidal flat sediment,tidal flat sediment,Environment_Medium_SD,sediment,high,environmental medium
2,Environment (Local Scale),marine water,marine water,Environment_Medium_SD,seawater,high,water type
2,Environment (Local Scale),anaerobic sludge,anaerobic sludge,Environment_Medium_SD,sludge,high,environmental medium
2,Isolation Site,Anaerobic activated sludge of molasses wastewater in a continuous stirred-tank reactor,anaerobic activated sludge of molasses wastewater in a continuous stirred tank reactor,Environment_Medium_SD,sludge,high,environmental medium
2,Isolation Source,Male patient with Chronic Granulomatous Disease,male patient with chronic granulomatous disease,Host_Health_State_SD,diseased,medium,health state
2,Host Disease,Chronic Granulomatous Disease,chronic granulomatous disease,Host_Health_State_SD,diseased,medium,health state
2,Environment (Local Scale),tidal flat sediment,tidal flat sediment,Environment_Medium_SD,sediment,high,environmental medium
2,Environment (Local Scale),Peaty bog soil,peaty bog soil,Environment_Medium_SD,soil,high,environmental medium
1,Isolation Source,sick organs of a dead chicken,sick organs of a dead chicken,Host_Health_State_SD,diseased,medium,health state
1,Isolation Source,"Poultry, fresh feces",poultry fresh feces,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,"Poultry, Food, Blood culture",poultry food blood culture,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,Poultry Soil,poultry soil,Environment_Medium_SD,soil,high,environmental medium
1,Isolation Source,HUMAN BLOOD,human blood,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,Fecal samples from healthy people,fecal samples from healthy people,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,patient's blood flow,patient s blood flow,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,"Food, chicken feces",food chicken feces,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,"Human, feces",human feces,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,"Animal, swine faeces",animal swine faeces,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,poultry fecal,poultry fecal,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,fecal swabs of 21-day-old healthy commercial broiler chickens,fecal swabs of 21 day old healthy commercial broiler chickens,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,chicken disease,chicken disease,Host_Health_State_SD,diseased,medium,health state
1,Isolation Source,Patient stool,patient stool,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,human feces (food poisoning in man),human feces,Sample_Type_SD,feces/stool,high,fecal material
