isolation_source_sd,assembly_count,signal_classes,recommended_action
CS-1,1,raw_code_or_artifact,route_to_non_source_descriptor
CS-10,1,raw_code_or_artifact,route_to_non_source_descriptor
CS-11,1,raw_code_or_artifact,route_to_non_source_descriptor
CS-12,1,raw_code_or_artifact,route_to_non_source_descriptor
CS-13,1,raw_code_or_artifact,route_to_non_source_descriptor
CS-2,1,raw_code_or_artifact,route_to_non_source_descriptor
CS-3,1,raw_code_or_artifact,route_to_non_source_descriptor
CS-4,1,raw_code_or_artifact,route_to_non_source_descriptor
CS-5,1,raw_code_or_artifact,route_to_non_source_descriptor
CS-6,1,raw_code_or_artifact,route_to_non_source_descriptor
CS-7,1,raw_code_or_artifact,route_to_non_source_descriptor
CS-8,1,raw_code_or_artifact,route_to_non_source_descriptor
CS-9,1,raw_code_or_artifact,route_to_non_source_descriptor
CWH_04,1,raw_code_or_artifact,route_to_non_source_descriptor
CWH_05,1,raw_code_or_artifact,route_to_non_source_descriptor
CWH_21,1,raw_code_or_artifact,route_to_non_source_descriptor
CWH_29,1,raw_code_or_artifact,route_to_non_source_descriptor
CWH_44,1,raw_code_or_artifact,route_to_non_source_descriptor
CWH_60,1,raw_code_or_artifact,route_to_non_source_descriptor
Calf2,1,raw_code_or_artifact,route_to_non_source_descriptor
Canine bladder tissue and stones,1,body_site|sample_type,route_to_sample_type
Canine faeces,1,sample_type,route_to_sample_type
Canker on pear tree infected with Erwinia amylovora,1,disease,route_to_disease_or_health_state
Carbuncle Tissue,1,sample_type,route_to_sample_type
Cat (Fecal),1,host_taxon_or_context,route_to_host_context
Cat faeces,1,sample_type|host_taxon_or_context,route_to_sample_type
"Cat, gingiva",1,host_taxon_or_context,route_to_host_context
Cervical cancer cell line (HeLa),1,disease,route_to_disease_or_health_state
Cervical spinal cord tissue,1,sample_type,route_to_sample_type
ChIp-seq_wt_IgG_rep1,1,raw_code_or_artifact,route_to_non_source_descriptor
Chest (PUS),1,sample_type,route_to_sample_type
Chest tissue,1,sample_type,route_to_sample_type
Cold salad (chicken),1,host_taxon_or_context,route_to_food_source
Coldstore_1,1,raw_code_or_artifact,route_to_non_source_descriptor
Coldstore_13,1,raw_code_or_artifact,route_to_non_source_descriptor
Coldstore_3,1,raw_code_or_artifact,route_to_non_source_descriptor
Coldstore_5,1,raw_code_or_artifact,route_to_non_source_descriptor
Coldstore_7,1,raw_code_or_artifact,route_to_non_source_descriptor
Coldstore_9,1,raw_code_or_artifact,route_to_non_source_descriptor
"Colorado Serum Co., Anthrax Spore Vaccine",1,sample_type,route_to_sample_type
Colorectal cancer,1,disease,route_to_disease_or_health_state
Computer mouse,1,host_taxon_or_context,route_to_host_context
Computer_NA_BU6,1,raw_code_or_artifact,route_to_non_source_descriptor
Computer_P101_BU22,1,raw_code_or_artifact,route_to_non_source_descriptor
Computer_P19_BU20,1,raw_code_or_artifact,route_to_non_source_descriptor
Computer_P24_BU26,1,raw_code_or_artifact,route_to_non_source_descriptor
Computer_P25_BU27,1,raw_code_or_artifact,route_to_non_source_descriptor
Computer_P28_BU12,1,raw_code_or_artifact,route_to_non_source_descriptor
Computer_P34_BU17,1,raw_code_or_artifact,route_to_non_source_descriptor
Computer_P47_BU17,1,raw_code_or_artifact,route_to_non_source_descriptor
Computer_P49_BU12,1,raw_code_or_artifact,route_to_non_source_descriptor
Computer_P57_BU11,1,raw_code_or_artifact,route_to_non_source_descriptor
Computer_P91_BU9,1,raw_code_or_artifact,route_to_non_source_descriptor
Computer_P96_BU15,1,raw_code_or_artifact,route_to_non_source_descriptor
Corn Snake (Faeces),1,sample_type,route_to_sample_type
Cow,1,host_taxon_or_context,route_to_host_context
Cream_15,1,raw_code_or_artifact,route_to_non_source_descriptor
Cream_24,1,raw_code_or_artifact,route_to_non_source_descriptor
Cup Lump Rubber Serum,1,sample_type,route_to_sample_type
DMSO_R2,1,raw_code_or_artifact,route_to_non_source_descriptor
Dadih (a traditional fermented buffalo milk Indonesian yogurt),1,sample_type,route_to_sample_type
Dadih (fermented buffalo milk),1,sample_type,route_to_sample_type
Deep tissue bit,1,sample_type,route_to_sample_type
Deep tissue coccyx,1,sample_type,route_to_sample_type
Diaphragm tissue,1,sample_type,route_to_sample_type
"Dipodomys californicus, California kangaroo rat",1,host_taxon_or_context,route_to_host_context
Distal femur tissue,1,sample_type,route_to_sample_type
Dog ears,1,host_taxon_or_context,route_to_host_context
"Dog, implant",1,host_taxon_or_context,route_to_host_context
"Dog, implant site",1,host_taxon_or_context,route_to_host_context
"Dog, not reported",1,host_taxon_or_context,route_to_host_context
"Dog, vocal cords",1,host_taxon_or_context,route_to_host_context
Duodenum loop tissue,1,sample_type,route_to_sample_type
Dyre3,1,raw_code_or_artifact,route_to_non_source_descriptor
DyreVideo2,1,raw_code_or_artifact,route_to_non_source_descriptor
DyreVideo3,1,raw_code_or_artifact,route_to_non_source_descriptor
EFB-infected honey bee colony,1,disease,route_to_disease_or_health_state
ENVO_00000020,1,raw_code_or_artifact,route_to_non_source_descriptor
ENVO_00002001,1,raw_code_or_artifact,route_to_non_source_descriptor
ENVO_00010483,1,raw_code_or_artifact,route_to_non_source_descriptor
ENVO_01000339,1,raw_code_or_artifact,route_to_non_source_descriptor
ENVO_01001001,1,raw_code_or_artifact,route_to_non_source_descriptor
ENVO_01001244,1,raw_code_or_artifact,route_to_non_source_descriptor
ENVO_01001701,1,raw_code_or_artifact,route_to_non_source_descriptor
EU009550,1,raw_code_or_artifact,route_to_non_source_descriptor
EU009551,1,raw_code_or_artifact,route_to_non_source_descriptor
EVB1,1,raw_code_or_artifact,route_to_non_source_descriptor
EVB11,1,raw_code_or_artifact,route_to_non_source_descriptor
EVB14,1,raw_code_or_artifact,route_to_non_source_descriptor
EVB8,1,raw_code_or_artifact,route_to_non_source_descriptor
Elbow Tissue,1,sample_type,route_to_sample_type
Elbow(PUS)-left,1,sample_type,route_to_sample_type
Empyema Tissue,1,sample_type,route_to_sample_type
Envirnoment (water),1,environment_medium,route_to_environment_medium
Epidural Tissue,1,sample_type,route_to_sample_type
European foulbrood infected honey bee larva,1,disease,route_to_disease_or_health_state
European foulbrood of honey bees-infected honey bee larva,1,disease,route_to_disease_or_health_state
Evap (midpoint from sample petcock) - Liquid (WIP),1,sample_type|metadata_descriptor,route_to_non_source_descriptor
Exudate from a dog,1,host_taxon_or_context,route_to_host_context
F017,1,raw_code_or_artifact,route_to_non_source_descriptor
F042,1,raw_code_or_artifact,route_to_non_source_descriptor
F062,1,raw_code_or_artifact,route_to_non_source_descriptor
FFPE tissue,1,sample_type,route_to_sample_type
FL110,1,raw_code_or_artifact,route_to_non_source_descriptor
FL112,1,raw_code_or_artifact,route_to_non_source_descriptor
FL115,1,raw_code_or_artifact,route_to_non_source_descriptor
FL122,1,raw_code_or_artifact,route_to_non_source_descriptor
FL124,1,raw_code_or_artifact,route_to_non_source_descriptor
FL126,1,raw_code_or_artifact,route_to_non_source_descriptor
FL128,1,raw_code_or_artifact,route_to_non_source_descriptor
FL132,1,raw_code_or_artifact,route_to_non_source_descriptor
FL135,1,raw_code_or_artifact,route_to_non_source_descriptor
FL172,1,raw_code_or_artifact,route_to_non_source_descriptor
FL173,1,raw_code_or_artifact,route_to_non_source_descriptor
FL174,1,raw_code_or_artifact,route_to_non_source_descriptor
FL176,1,raw_code_or_artifact,route_to_non_source_descriptor
FL180,1,raw_code_or_artifact,route_to_non_source_descriptor
FL242,1,raw_code_or_artifact,route_to_non_source_descriptor
FL243,1,raw_code_or_artifact,route_to_non_source_descriptor
FL246,1,raw_code_or_artifact,route_to_non_source_descriptor
FL247,1,raw_code_or_artifact,route_to_non_source_descriptor
FL250,1,raw_code_or_artifact,route_to_non_source_descriptor
FL257,1,raw_code_or_artifact,route_to_non_source_descriptor
FL258,1,raw_code_or_artifact,route_to_non_source_descriptor
FL259,1,raw_code_or_artifact,route_to_non_source_descriptor
FL260,1,raw_code_or_artifact,route_to_non_source_descriptor
FL262,1,raw_code_or_artifact,route_to_non_source_descriptor
FL268,1,raw_code_or_artifact,route_to_non_source_descriptor
FL274,1,raw_code_or_artifact,route_to_non_source_descriptor
FL280,1,raw_code_or_artifact,route_to_non_source_descriptor
FL282,1,raw_code_or_artifact,route_to_non_source_descriptor
FL285,1,raw_code_or_artifact,route_to_non_source_descriptor
FL286,1,raw_code_or_artifact,route_to_non_source_descriptor
FL288,1,raw_code_or_artifact,route_to_non_source_descriptor
FL294,1,raw_code_or_artifact,route_to_non_source_descriptor
FL295,1,raw_code_or_artifact,route_to_non_source_descriptor
FL296,1,raw_code_or_artifact,route_to_non_source_descriptor
FL297,1,raw_code_or_artifact,route_to_non_source_descriptor
FL298,1,raw_code_or_artifact,route_to_non_source_descriptor
FL300,1,raw_code_or_artifact,route_to_non_source_descriptor
FL338,1,raw_code_or_artifact,route_to_non_source_descriptor
FL344,1,raw_code_or_artifact,route_to_non_source_descriptor
FL346,1,raw_code_or_artifact,route_to_non_source_descriptor
FL347,1,raw_code_or_artifact,route_to_non_source_descriptor
FL376,1,raw_code_or_artifact,route_to_non_source_descriptor
FL499,1,raw_code_or_artifact,route_to_non_source_descriptor
FL500,1,raw_code_or_artifact,route_to_non_source_descriptor
FL501,1,raw_code_or_artifact,route_to_non_source_descriptor
FL502,1,raw_code_or_artifact,route_to_non_source_descriptor
FL503,1,raw_code_or_artifact,route_to_non_source_descriptor
FL504,1,raw_code_or_artifact,route_to_non_source_descriptor
FL506,1,raw_code_or_artifact,route_to_non_source_descriptor
FL507,1,raw_code_or_artifact,route_to_non_source_descriptor
FL508,1,raw_code_or_artifact,route_to_non_source_descriptor
FL515,1,raw_code_or_artifact,route_to_non_source_descriptor
FL516,1,raw_code_or_artifact,route_to_non_source_descriptor
FL517,1,raw_code_or_artifact,route_to_non_source_descriptor
FL524,1,raw_code_or_artifact,route_to_non_source_descriptor
FL525,1,raw_code_or_artifact,route_to_non_source_descriptor
FL541,1,raw_code_or_artifact,route_to_non_source_descriptor
FL543,1,raw_code_or_artifact,route_to_non_source_descriptor
FL550,1,raw_code_or_artifact,route_to_non_source_descriptor
FL561,1,raw_code_or_artifact,route_to_non_source_descriptor
FL566,1,raw_code_or_artifact,route_to_non_source_descriptor
FL568,1,raw_code_or_artifact,route_to_non_source_descriptor
FL570,1,raw_code_or_artifact,route_to_non_source_descriptor
FL572,1,raw_code_or_artifact,route_to_non_source_descriptor
FL573,1,raw_code_or_artifact,route_to_non_source_descriptor
FL574,1,raw_code_or_artifact,route_to_non_source_descriptor
FL575,1,raw_code_or_artifact,route_to_non_source_descriptor
FL577,1,raw_code_or_artifact,route_to_non_source_descriptor
FL581,1,raw_code_or_artifact,route_to_non_source_descriptor
FL582,1,raw_code_or_artifact,route_to_non_source_descriptor
FL621,1,raw_code_or_artifact,route_to_non_source_descriptor
FL622,1,raw_code_or_artifact,route_to_non_source_descriptor
FL626,1,raw_code_or_artifact,route_to_non_source_descriptor
FL627,1,raw_code_or_artifact,route_to_non_source_descriptor
FL644,1,raw_code_or_artifact,route_to_non_source_descriptor
FL646,1,raw_code_or_artifact,route_to_non_source_descriptor
FL652,1,raw_code_or_artifact,route_to_non_source_descriptor
FL653,1,raw_code_or_artifact,route_to_non_source_descriptor
FL670,1,raw_code_or_artifact,route_to_non_source_descriptor
FL671,1,raw_code_or_artifact,route_to_non_source_descriptor
FL672,1,raw_code_or_artifact,route_to_non_source_descriptor
FL674,1,raw_code_or_artifact,route_to_non_source_descriptor
FL677,1,raw_code_or_artifact,route_to_non_source_descriptor
FL679,1,raw_code_or_artifact,route_to_non_source_descriptor
FL77,1,raw_code_or_artifact,route_to_non_source_descriptor
FL784,1,raw_code_or_artifact,route_to_non_source_descriptor
FL791,1,raw_code_or_artifact,route_to_non_source_descriptor
FL792,1,raw_code_or_artifact,route_to_non_source_descriptor
FL793,1,raw_code_or_artifact,route_to_non_source_descriptor
FL798,1,raw_code_or_artifact,route_to_non_source_descriptor
FL812,1,raw_code_or_artifact,route_to_non_source_descriptor
FL813,1,raw_code_or_artifact,route_to_non_source_descriptor
FL814,1,raw_code_or_artifact,route_to_non_source_descriptor
FL818,1,raw_code_or_artifact,route_to_non_source_descriptor
FL82,1,raw_code_or_artifact,route_to_non_source_descriptor
FL820,1,raw_code_or_artifact,route_to_non_source_descriptor
FL822,1,raw_code_or_artifact,route_to_non_source_descriptor
FL83,1,raw_code_or_artifact,route_to_non_source_descriptor
FL84,1,raw_code_or_artifact,route_to_non_source_descriptor
FL86,1,raw_code_or_artifact,route_to_non_source_descriptor
FL919,1,raw_code_or_artifact,route_to_non_source_descriptor
FL921,1,raw_code_or_artifact,route_to_non_source_descriptor
FL922,1,raw_code_or_artifact,route_to_non_source_descriptor
FL923,1,raw_code_or_artifact,route_to_non_source_descriptor
FL925,1,raw_code_or_artifact,route_to_non_source_descriptor
FL926,1,raw_code_or_artifact,route_to_non_source_descriptor
FL927,1,raw_code_or_artifact,route_to_non_source_descriptor
FL928,1,raw_code_or_artifact,route_to_non_source_descriptor
FL929,1,raw_code_or_artifact,route_to_non_source_descriptor
Faeces - Goat - Local livestock market,1,sample_type,route_to_sample_type
Faeces of piglets,1,sample_type,route_to_sample_type
Faroe12,1,raw_code_or_artifact,route_to_non_source_descriptor
Faroe13,1,raw_code_or_artifact,route_to_non_source_descriptor
Fascial tissue,1,sample_type,route_to_sample_type
Fat Tissue,1,sample_type,route_to_sample_type
Fat tissue,1,sample_type,route_to_sample_type
Femoral Artery Tissue,1,sample_type,route_to_sample_type
Femur Tissue,1,sample_type,route_to_sample_type
Flea captured from prairie dog burrow showing signs of recent die-off,1,host_taxon_or_context,route_to_host_context
Focus (Wound swab),1,body_site|sample_type,route_to_sample_type
Foetal tissue,1,sample_type,route_to_sample_type
Forearm Tissue,1,sample_type,route_to_sample_type
Forefoot tissue,1,sample_type,route_to_sample_type
Fracture Site Tissue,1,sample_type,route_to_sample_type
GM01359,1,raw_code_or_artifact,route_to_non_source_descriptor
GM04616,1,raw_code_or_artifact,route_to_non_source_descriptor
GM12878,1,raw_code_or_artifact,route_to_non_source_descriptor
Galleria mellonella larvae infected with Heterorhabditis amazonensis,1,disease,route_to_disease_or_health_state
Glacial forefield (soil),1,environment_medium,route_to_environment_medium
Graft Tissue,1,sample_type,route_to_sample_type
Granular tissue,1,sample_type,route_to_sample_type
Great toe Tissue,1,sample_type,route_to_sample_type
Great toe Tissue ulcer,1,sample_type,route_to_sample_type
Ground swine,1,host_taxon_or_context,route_to_food_source
H002,1,raw_code_or_artifact,route_to_non_source_descriptor
H014,1,raw_code_or_artifact,route_to_non_source_descriptor
H042,1,raw_code_or_artifact,route_to_non_source_descriptor
H047,1,raw_code_or_artifact,route_to_non_source_descriptor
H077,1,raw_code_or_artifact,route_to_non_source_descriptor
H081,1,raw_code_or_artifact,route_to_non_source_descriptor
H085,1,raw_code_or_artifact,route_to_non_source_descriptor
H086,1,raw_code_or_artifact,route_to_non_source_descriptor
H090,1,raw_code_or_artifact,route_to_non_source_descriptor
H1-hESC,1,raw_code_or_artifact,route_to_non_source_descriptor
H1299_NT2,1,raw_code_or_artifact,route_to_non_source_descriptor
H1299_SOX2_KD,1,raw_code_or_artifact,route_to_non_source_descriptor
H2AZ_WT12_ZT18,1,raw_code_or_artifact,route_to_non_source_descriptor
H3K27Ac_shASXL3_1_H1963,1,raw_code_or_artifact,route_to_non_source_descriptor
H3K4me1.rep1.s_1,1,raw_code_or_artifact,route_to_non_source_descriptor
H3K4me1.rep2.s_2,1,raw_code_or_artifact,route_to_non_source_descriptor
H3K4me1_H2171,1,raw_code_or_artifact,route_to_non_source_descriptor
H3K4me3.rep1.s_3,1,raw_code_or_artifact,route_to_non_source_descriptor
H3K4me3.rep2.s_4,1,raw_code_or_artifact,route_to_non_source_descriptor
H3_WT_22C_rep1,1,raw_code_or_artifact,route_to_non_source_descriptor
H3k36me3_ChIPSeq,1,raw_code_or_artifact,route_to_non_source_descriptor
H9-IFI16sh1865,1,raw_code_or_artifact,route_to_non_source_descriptor
H9-ectoderm_IFI16sh1865,1,raw_code_or_artifact,route_to_non_source_descriptor
H9-endoderm,1,raw_code_or_artifact,route_to_non_source_descriptor
HEK293T,1,raw_code_or_artifact,route_to_non_source_descriptor
HIV infected individual,1,disease,route_to_disease_or_health_state
Haematoma gall bladder,1,body_site,route_to_isolation_site
Hand Tissue,1,sample_type,route_to_sample_type
Hand tissue,1,sample_type,route_to_sample_type
Heel ulcer Tissue,1,sample_type,route_to_sample_type
Herder1,1,raw_code_or_artifact,route_to_non_source_descriptor
Herder16,1,raw_code_or_artifact,route_to_non_source_descriptor
Herder2,1,raw_code_or_artifact,route_to_non_source_descriptor
Herder3,1,raw_code_or_artifact,route_to_non_source_descriptor
Herder30,1,raw_code_or_artifact,route_to_non_source_descriptor
Herder37,1,raw_code_or_artifact,route_to_non_source_descriptor
Herder45,1,raw_code_or_artifact,route_to_non_source_descriptor
Herder5,1,raw_code_or_artifact,route_to_non_source_descriptor
Herder6,1,raw_code_or_artifact,route_to_non_source_descriptor
Herder8,1,raw_code_or_artifact,route_to_non_source_descriptor
Homogenized tissue of Zophobas morio larvae colonized with Ec-042 at T28 exp 8,1,sample_type,route_to_sample_type
Homogenized tissue of Zophobas morio larvae colonized with Ec-042 at T28 exp6,1,sample_type,route_to_sample_type
Homogenized tissue of Zophobas morio larvae colonized with Ec-050 at T21 exp 9,1,sample_type,route_to_sample_type
Homogenized tissue of Zophobas morio larvae colonized with Ec-050 at T28 exp 7,1,sample_type,route_to_sample_type
Homogenized tissue of Zophobas morio larvae colonized with Ec-4901.28 at T21 exp9,1,sample_type,route_to_sample_type
Homogenized tissue of Zophobas morio larvae colonized with Ec-4901.28 at T28 exp 11,1,sample_type,route_to_sample_type
Hs746T_Afa_24h,1,raw_code_or_artifact,route_to_non_source_descriptor
Hs746T_untreated_4h,1,raw_code_or_artifact,route_to_non_source_descriptor
Human carious dentine,1,host_taxon_or_context,route_to_host_context
Human gingival crevice,1,host_taxon_or_context,route_to_host_context
Hybrid_cDNASeq_08,1,raw_code_or_artifact,route_to_non_source_descriptor
Hydrothorax_P1_BU24,1,raw_code_or_artifact,route_to_non_source_descriptor
I015,1,raw_code_or_artifact,route_to_non_source_descriptor
I016,1,raw_code_or_artifact,route_to_non_source_descriptor
I033,1,raw_code_or_artifact,route_to_non_source_descriptor
I051,1,raw_code_or_artifact,route_to_non_source_descriptor
IAM12617,1,raw_code_or_artifact,route_to_non_source_descriptor
IBET-151_R1,1,raw_code_or_artifact,route_to_non_source_descriptor
IRIS TISSUE,1,sample_type,route_to_sample_type
ISP2,1,raw_code_or_artifact,route_to_non_source_descriptor
IgG.s_5,1,raw_code_or_artifact,route_to_non_source_descriptor
Ileal mucosa of a 12-week-old female TNF DeltaARE mouse,1,host_taxon_or_context,route_to_host_context
Incision Dehiscence Tissue - R Thigh,1,sample_type,route_to_sample_type
Incision Tissue,1,sample_type,route_to_sample_type
Infant faeces,1,sample_type,route_to_sample_type
Infected Mulberry Trees,1,disease,route_to_disease_or_health_state
Infected limb joint,1,disease,route_to_disease_or_health_state
Infected maize seeds,1,disease,route_to_disease_or_health_state
Infected nail well,1,disease,route_to_disease_or_health_state
Infected wheat,1,disease,route_to_disease_or_health_state
Input_H2171,1,raw_code_or_artifact,route_to_non_source_descriptor
Ixodes ricinus larvae cultured in MKP-F (human serum),1,sample_type|host_taxon_or_context,route_to_sample_type
JPB1,1,raw_code_or_artifact,route_to_non_source_descriptor
Jaw lesion in adult cow,1,host_taxon_or_context,route_to_host_context
Jax4,1,raw_code_or_artifact,route_to_non_source_descriptor
Jax6,1,raw_code_or_artifact,route_to_non_source_descriptor
Jeko-1-Sen_DMSO_6hr,1,raw_code_or_artifact,route_to_non_source_descriptor
K562_flavopiridol_exp-1,1,raw_code_or_artifact,route_to_non_source_descriptor
KPN7,1,raw_code_or_artifact,route_to_non_source_descriptor
Knee tissue,1,sample_type,route_to_sample_type
Kre33-data-I,1,raw_code_or_artifact,route_to_non_source_descriptor
Kre33-data-II,1,raw_code_or_artifact,route_to_non_source_descriptor
Kusaya gravy (fermented brine used for the production dried fish),1,host_taxon_or_context,route_to_host_context
L Heel Tissue,1,sample_type,route_to_sample_type
LA16BALB_18S,1,raw_code_or_artifact,route_to_non_source_descriptor
LLE Tissue,1,sample_type,route_to_sample_type
Lamellibrachia barhami trophosome tissue,1,sample_type,route_to_sample_type
Larson prairie dog colony,1,host_taxon_or_context,route_to_host_context
Left Hand Tissue,1,sample_type,route_to_sample_type
Left Knee Tissue,1,sample_type,route_to_sample_type
Left Olecranon Bursa Tissue,1,sample_type,route_to_sample_type
Left Toe Tissue,1,sample_type,route_to_sample_type
Left arm tissue,1,sample_type,route_to_sample_type
Left femur of elderly Sprague Dawley rat,1,host_taxon_or_context,route_to_host_context
Left upper extremity tissue,1,sample_type,route_to_sample_type
Lift Hip Tissue,1,sample_type,route_to_sample_type
Lip Tissue,1,sample_type,route_to_sample_type
Lizard Faeces,1,sample_type,route_to_sample_type
Lizard faeces,1,sample_type,route_to_sample_type
"Lizard, faeces",1,sample_type,route_to_sample_type
Locker_P140_BU25,1,raw_code_or_artifact,route_to_non_source_descriptor
Locker_P23_BU25,1,raw_code_or_artifact,route_to_non_source_descriptor
Locker_P44_BU19,1,raw_code_or_artifact,route_to_non_source_descriptor
Locker_P77_BU10,1,raw_code_or_artifact,route_to_non_source_descriptor
Lumbar Spine tissue,1,sample_type,route_to_sample_type
Lumbar Tissue,1,sample_type,route_to_sample_type
Lungs tissue,1,sample_type,route_to_sample_type
MCF7_4hrs_post_E2,1,raw_code_or_artifact,route_to_non_source_descriptor
MCF7_5hrs_post_E2,1,raw_code_or_artifact,route_to_non_source_descriptor
MDA-MB-231_WT,1,raw_code_or_artifact,route_to_non_source_descriptor
MKN7_untreated_24h,1,raw_code_or_artifact,route_to_non_source_descriptor
MKN7_untreated_4h,1,raw_code_or_artifact,route_to_non_source_descriptor
MR_Ser_Gly_free_Pyr_Ph2,1,raw_code_or_artifact,route_to_non_source_descriptor
Manubrium Tissue,1,sample_type,route_to_sample_type
Mare placental tissue,1,sample_type,route_to_sample_type
Mastoid Tissue,1,sample_type,route_to_sample_type
Meat1,1,raw_code_or_artifact,route_to_non_source_descriptor
Meat2,1,raw_code_or_artifact,route_to_non_source_descriptor
Meningeal tissue of necropsy,1,sample_type,route_to_sample_type
Mosquito midgut tissue,1,sample_type,route_to_sample_type
"Mouse CD4 and CD8 positive T cells, Thymus, FACS",1,host_taxon_or_context,route_to_host_context
Mouse embryonic fibroblasts,1,host_taxon_or_context,route_to_host_context
Mouse microbiota,1,host_taxon_or_context,route_to_host_context
Mstd2,1,raw_code_or_artifact,route_to_non_source_descriptor
Mulberry blight tissue,1,sample_type,route_to_sample_type
Mut18-H3K122ac-2,1,raw_code_or_artifact,route_to_non_source_descriptor
Mut18-H4K5ac-1,1,raw_code_or_artifact,route_to_non_source_descriptor
Mut18-H4K8ac-2,1,raw_code_or_artifact,route_to_non_source_descriptor
Mut43-H3K122ac-2,1,raw_code_or_artifact,route_to_non_source_descriptor
Mut43-H3K18ac-1,1,raw_code_or_artifact,route_to_non_source_descriptor
Mut43-H3K18ac-2,1,raw_code_or_artifact,route_to_non_source_descriptor
Mut43-H3K27me3-1,1,raw_code_or_artifact,route_to_non_source_descriptor
Mut43-H3K27me3-2,1,raw_code_or_artifact,route_to_non_source_descriptor
Mut43-H3K4me1-1,1,raw_code_or_artifact,route_to_non_source_descriptor
Mut43-H3K4me3-1,1,raw_code_or_artifact,route_to_non_source_descriptor
Mut43-H3K9ac-1,1,raw_code_or_artifact,route_to_non_source_descriptor
NA_chicken3,1,raw_code_or_artifact,route_to_non_source_descriptor
NEB433,1,raw_code_or_artifact,route_to_non_source_descriptor
NWASH TISSUE,1,sample_type,route_to_sample_type
National Veterinary Research Institute PIWet Puawy (animal origin),1,host_taxon_or_context,route_to_host_context
Nebuliser_NA_BU12,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_NA_BU13,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_NA_BU21,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_NA_BU6,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P101_BU13,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P108_BU14,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P10_BU11,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P113_BU11,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P115_BU7,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P121_BU10,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P122_BU20,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P124_BU21,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P131_BU4,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P134_BU7,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P19_BU18,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P19_BU20,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P21_BU22,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P26_BU28,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P27_BU18,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P2_BU1,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P37_BU4,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P46_BU24,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P48_BU11,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P6_BU8,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P77_BU25,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P79_BU12,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P81_BU14,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P82_BU15,1,raw_code_or_artifact,route_to_non_source_descriptor
Nebuliser_P87_BU8,1,raw_code_or_artifact,route_to_non_source_descriptor
Neck Tissue,1,sample_type,route_to_sample_type
Necrotic pancreatic tissue,1,sample_type,route_to_sample_type
Necrotizing tissue,1,sample_type,route_to_sample_type
North Sea (bottom water),1,environment_medium,route_to_environment_medium
North Sea (sediment),1,environment_medium,route_to_environment_medium
North Sea (surface water),1,environment_medium,route_to_environment_medium
OCILY10_C,1,raw_code_or_artifact,route_to_non_source_descriptor
OSKM-iPS mouse derived fibroblast cells,1,host_taxon_or_context,route_to_host_context
O_Room_1_D_Organism_1,1,raw_code_or_artifact,route_to_non_source_descriptor
O_Room_1_D_Organism_5,1,raw_code_or_artifact,route_to_non_source_descriptor
O_Room_1_D_Organism_6,1,raw_code_or_artifact,route_to_non_source_descriptor
O_Room_1_D_Organism_7,1,raw_code_or_artifact,route_to_non_source_descriptor
O_Room_2_C_Organism_1,1,raw_code_or_artifact,route_to_non_source_descriptor
O_Room_2_J_Organism_2,1,raw_code_or_artifact,route_to_non_source_descriptor
O_Room_3_D_Organism_4,1,raw_code_or_artifact,route_to_non_source_descriptor
O_Room_3_D_Organism_5,1,raw_code_or_artifact,route_to_non_source_descriptor
O_Room_3_G_Organism_1,1,raw_code_or_artifact,route_to_non_source_descriptor
O_Room_4_D_Organism_4,1,raw_code_or_artifact,route_to_non_source_descriptor
O_Room_5_D_Organism_4,1,raw_code_or_artifact,route_to_non_source_descriptor
O_Room_6_D_Organism_2,1,raw_code_or_artifact,route_to_non_source_descriptor
O_Room_6_D_Organism_3,1,raw_code_or_artifact,route_to_non_source_descriptor
