field	standardized_value	semantic_class	compatible_with_field_contract	row_count	reason	expected_semantic_classes
Isolation_Source_SD	OPC	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Olfactory epithelium	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Oncorynchus tshawytscha	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Onion	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	PET TREAT	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	PL FL	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	POOLED	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Paediatrics	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Paediatrics (haematology)	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Paediatrics (neonatalogy)	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Paper Towel dispenser	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Paramoeba atlantica (CCAP 1560/9)	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Parrot	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Pathology Lab	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Peadiatric - occupied bed	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Peadiatric - phone	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Peat Casing Layer	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Peat swamp forest	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Peltigera canina 1	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Peltigera canina 2	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Peltigera malacea 2	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Peltigera vitikainenii	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Pelvis	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Petroleum hydrocarbon-degrading consortium (commercially used)	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Pickled Herring	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Piglet	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Pine shavings	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Plaque (caries -)	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Pontine nucleus	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Port panel next to cupola Node 3	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Post-chlorinated-WWTP	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Pre-cut canteloupe	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Pretoria	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Primate	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Pseudocyphellaria sp.	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Puget Sound, Washington, USA	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Queso Fresco	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	R2A medium	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	RKO cells	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Raw Egg	food_commodity	true	4	Food or animal commodity.	food_commodity|source_context
Isolation_Source_SD	Raw almonds-harvest time on ground	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Raw almonds-in windrows	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Raw manufactured trimmings	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Raw venison	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Rehabilitation 1	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Restroom Bulk	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Romaine	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Room_2_C_Organism_1	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Room_3_C_Organism_3	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Room_4_C_Organism_1	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Room_4_E_Organism_3	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Room_5_C_Organism_1	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	SD	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	SPUT	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	STP	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Sacral ulcer	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Santiago	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Sauces	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Scotland: Dundee	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Sea bass	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Seal Igunaq	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	See Cohan et al. Evolution, 1991	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Sepiola robusta light organ	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Shanghai	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Shenzhen	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Shoulder	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Slaughter equipment	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Soy product	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Spontaneous mutant	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Sprout	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Staphylococcus aureus	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Stick	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Strongylocentrotus purpuratus	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Subsurface_Fluids_21-22_U1362A, Subsurface_Fluids_23-24_U1362B	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Sulfide bearing mine tailings	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	T-cell clone BRI4.13	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	TRACH	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Tampon	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Teeth	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Tenders	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Termitarium	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Testes, Adult Miwi -/ADH	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Thoracic sugery	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	ToxT_ChIP-seq	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Trach Wash	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Trach-Bronchsekr	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Trachealaspirate	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Transtracheal aspirates	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Triticum aestivum	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Type II sourdough	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	UR CVS	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	United Kingdom	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Urin-Mittelstrahl	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Valparaso	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Various	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Veal calf	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Visceral fat	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Volar forearm	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	WT seedlings	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Whisk handle	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Whole_tick	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Wild hog	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	Wildcat Cove Preserve, Florida	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	Zinnia elegans	host_taxon	false	4	Looks like a taxonomic label; verify against Host_SD context.	food_commodity|source_context
Isolation_Source_SD	acid gruel	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	adult body	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	adult insect on Urtica dioica	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	agricultural site	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	airsacks	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	albacore tuna-anal vent	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	aminal	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	animal feed feather meal	host_context	false	4	Host-associated context.	food_commodity|source_context
Isolation_Source_SD	ankle	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	ant-built patch	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	apple juice	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	aquarium	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	arthrosis	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	avian cliff swallow	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	azadirachta indica powder	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	baking flour	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	bat population	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	bathroom faucet	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	bathroom light switch	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	beans	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	bed remote	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	bed_mattress	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	bedding or litter	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	beets	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	bell pepper	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	bhelpuri puffed rice snack	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	biosyringe of gray deposit below active venting hydrothermal vent	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	bird rinse	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	blanched organic cashew kernel packaged in hermetically sealed clear plastic bag	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	bovine udder	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	brewery	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	brown mussels (Perna perna)	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	buds	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	burrito	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	calcaneus	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	carcas	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	ceca contents	sample_material	false	4	Physical specimen/material.	food_commodity|source_context
Isolation_Source_SD	cell cuiture	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	cellulitis	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	cereals	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	chamomile	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	chili bowl	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	chilli powder	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	chimney gradient scrape: middle section taken from low-temperature hydrothermal vent chimney	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	chocolate	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	cimicid body	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	coccyx	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	cocoa beans rejected by fine cocoa producers	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	cocoa fermentation	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	coconut flakes	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	coconut shredded	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	coconut slice	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	comammox bioreactor	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	complete digestive tract of R. prolixus; lab reared at Instituto Ren Rachou	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	composite	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	corpse	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	cream	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	crushed chili peper	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	curd_Producer_1	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	decubitus ulcer	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	deep sea	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	deep subsurface oil reservoir	environment_local_scale	false	4	Local environmental/facility feature.	food_commodity|source_context
Isolation_Source_SD	deep tracheal aspirates	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	deep wounds and lesions	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	deer	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	dessert nut halva	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	door handle	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	dried bully sticks	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	dried mint	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	dried organic coconut	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	dried seasoned filefish	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	dry rice field	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	ecological	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	egg content	sample_material	false	4	Physical specimen/material.	food_commodity|source_context
Isolation_Source_SD	eggshell	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	enrichment broth	sample_processing	false	4	Processing or molecular preparation term.	food_commodity|source_context
Isolation_Source_SD	enrichment from red algae of the Gulf of Mannar region	sample_processing	false	4	Processing or molecular preparation term.	food_commodity|source_context
Isolation_Source_SD	entrail meal	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	equine necropsy	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	ethiopian cabbage brassica carinata texsel green	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	exfoliative dermatitis	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	experimental	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	female reproductive tract	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	femorotibial joint	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	fenugreek powder	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	fermented sausages	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	fermented sesame seeds	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	fermented table olives	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	fibula	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	finished kale	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	finished nut	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	fishmeal	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	flat parsley	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	floating mat	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	flor	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	fresh alfalfa sprout	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	fresh flowers	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	fresh small hot pepper	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	fresh thai chili pepper	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	fresh watercress	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	fried charal with chili	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	fried indian snack	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	frog	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	frozen ahi tuna steak	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	frozen burrito	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	frozen krachai rhizome	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	frozen meal	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	frozen mild guacamole	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	frozen mudfish	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	frozen onion	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	frozen pineapple	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	frozen sand goby	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	frozen seasoned squid	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	frozen soft shell crab	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	frozen tripe treat nibblet	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	frozen tuna steak AAA	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	frozen whole milkfish	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	frozen whole octopus	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	fruiting body	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	gan-jang	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	garam masala spice mixture	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	gastric	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	gecko	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	gingival	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	gizzards	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	gland	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	gloves	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	great black-backed gull	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	greater sandhill crane	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	green pepper	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	green tea powder	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	greenhouse maintained	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	ground coriander	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	ground ginger	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
Isolation_Source_SD	ground red chili	unresolved	false	4	No deterministic semantic class assigned by audit rules.	food_commodity|source_context
