raw_value,affected_rows,current_signal_type,current_recommended_action,contributing_raw_examples_if_available,reviewer_decision,proposed_destination_field,proposed_standardized_value,confidence,rationale,rule_file_to_update,rule_to_add,test_to_add,notes
FL792,1,raw_code_or_artifact,route_to_non_source_descriptor,FL792 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL793,1,raw_code_or_artifact,route_to_non_source_descriptor,FL793 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL798,1,raw_code_or_artifact,route_to_non_source_descriptor,FL798 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL812,1,raw_code_or_artifact,route_to_non_source_descriptor,FL812 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL813,1,raw_code_or_artifact,route_to_non_source_descriptor,FL813 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL814,1,raw_code_or_artifact,route_to_non_source_descriptor,FL814 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL818,1,raw_code_or_artifact,route_to_non_source_descriptor,FL818 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL82,1,raw_code_or_artifact,route_to_non_source_descriptor,FL82 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL820,1,raw_code_or_artifact,route_to_non_source_descriptor,FL820 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL822,1,raw_code_or_artifact,route_to_non_source_descriptor,FL822 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL83,1,raw_code_or_artifact,route_to_non_source_descriptor,FL83 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL84,1,raw_code_or_artifact,route_to_non_source_descriptor,FL84 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL86,1,raw_code_or_artifact,route_to_non_source_descriptor,FL86 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL919,1,raw_code_or_artifact,route_to_non_source_descriptor,FL919 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL921,1,raw_code_or_artifact,route_to_non_source_descriptor,FL921 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL922,1,raw_code_or_artifact,route_to_non_source_descriptor,FL922 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL923,1,raw_code_or_artifact,route_to_non_source_descriptor,FL923 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL925,1,raw_code_or_artifact,route_to_non_source_descriptor,FL925 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL926,1,raw_code_or_artifact,route_to_non_source_descriptor,FL926 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL927,1,raw_code_or_artifact,route_to_non_source_descriptor,FL927 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL928,1,raw_code_or_artifact,route_to_non_source_descriptor,FL928 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FL929,1,raw_code_or_artifact,route_to_non_source_descriptor,FL929 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FredPark1,1,raw_code_or_artifact,route_to_non_source_descriptor,FredPark1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
GM01359,1,raw_code_or_artifact,route_to_non_source_descriptor,GM01359 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
GM04616,1,raw_code_or_artifact,route_to_non_source_descriptor,GM04616 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
GM12878,1,raw_code_or_artifact,route_to_non_source_descriptor,GM12878 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
guangxi3,1,raw_code_or_artifact,route_to_non_source_descriptor,guangxi3 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
guangxi4,1,raw_code_or_artifact,route_to_non_source_descriptor,guangxi4 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H002,1,raw_code_or_artifact,route_to_non_source_descriptor,H002 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H014,1,raw_code_or_artifact,route_to_non_source_descriptor,H014 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H042,1,raw_code_or_artifact,route_to_non_source_descriptor,H042 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H047,1,raw_code_or_artifact,route_to_non_source_descriptor,H047 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H077,1,raw_code_or_artifact,route_to_non_source_descriptor,H077 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H081,1,raw_code_or_artifact,route_to_non_source_descriptor,H081 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H085,1,raw_code_or_artifact,route_to_non_source_descriptor,H085 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H086,1,raw_code_or_artifact,route_to_non_source_descriptor,H086 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H090,1,raw_code_or_artifact,route_to_non_source_descriptor,H090 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H1-hESC,1,raw_code_or_artifact,route_to_non_source_descriptor,H1-hESC (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H1299_NT2,1,raw_code_or_artifact,route_to_non_source_descriptor,H1299_NT2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H1299_SOX2_KD,1,raw_code_or_artifact,route_to_non_source_descriptor,H1299_SOX2_KD (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H2AZ_WT12_ZT18,1,raw_code_or_artifact,route_to_non_source_descriptor,H2AZ_WT12_ZT18 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H3_WT_22C_rep1,1,raw_code_or_artifact,route_to_non_source_descriptor,H3_WT_22C_rep1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H3K27Ac_shASXL3_1_H1963,1,raw_code_or_artifact,route_to_non_source_descriptor,H3K27Ac_shASXL3_1_H1963 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H3k36me3_ChIPSeq,1,raw_code_or_artifact,route_to_non_source_descriptor,H3k36me3_ChIPSeq (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H3K4me1.rep1.s_1,1,raw_code_or_artifact,route_to_non_source_descriptor,H3K4me1.rep1.s_1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H3K4me1.rep2.s_2,1,raw_code_or_artifact,route_to_non_source_descriptor,H3K4me1.rep2.s_2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H3K4me1_H2171,1,raw_code_or_artifact,route_to_non_source_descriptor,H3K4me1_H2171 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H3K4me3.rep1.s_3,1,raw_code_or_artifact,route_to_non_source_descriptor,H3K4me3.rep1.s_3 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H3K4me3.rep2.s_4,1,raw_code_or_artifact,route_to_non_source_descriptor,H3K4me3.rep2.s_4 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H9-ectoderm_IFI16sh1865,1,raw_code_or_artifact,route_to_non_source_descriptor,H9-ectoderm_IFI16sh1865 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H9-endoderm,1,raw_code_or_artifact,route_to_non_source_descriptor,H9-endoderm (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H9-IFI16sh1865,1,raw_code_or_artifact,route_to_non_source_descriptor,H9-IFI16sh1865 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
HEK293T,1,raw_code_or_artifact,route_to_non_source_descriptor,HEK293T (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Herder1,1,raw_code_or_artifact,route_to_non_source_descriptor,Herder1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Herder16,1,raw_code_or_artifact,route_to_non_source_descriptor,Herder16 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Herder2,1,raw_code_or_artifact,route_to_non_source_descriptor,Herder2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Herder3,1,raw_code_or_artifact,route_to_non_source_descriptor,Herder3 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Herder30,1,raw_code_or_artifact,route_to_non_source_descriptor,Herder30 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Herder37,1,raw_code_or_artifact,route_to_non_source_descriptor,Herder37 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Herder45,1,raw_code_or_artifact,route_to_non_source_descriptor,Herder45 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Herder5,1,raw_code_or_artifact,route_to_non_source_descriptor,Herder5 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Herder6,1,raw_code_or_artifact,route_to_non_source_descriptor,Herder6 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Herder8,1,raw_code_or_artifact,route_to_non_source_descriptor,Herder8 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
host-2,1,raw_code_or_artifact,route_to_non_source_descriptor,host-2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Hs746T_Afa_24h,1,raw_code_or_artifact,route_to_non_source_descriptor,Hs746T_Afa_24h (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Hs746T_untreated_4h,1,raw_code_or_artifact,route_to_non_source_descriptor,Hs746T_untreated_4h (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
hun21,1,raw_code_or_artifact,route_to_non_source_descriptor,hun21 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
hun31,1,raw_code_or_artifact,route_to_non_source_descriptor,hun31 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
hun33,1,raw_code_or_artifact,route_to_non_source_descriptor,hun33 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
hun35,1,raw_code_or_artifact,route_to_non_source_descriptor,hun35 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
hun39,1,raw_code_or_artifact,route_to_non_source_descriptor,hun39 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
hun41,1,raw_code_or_artifact,route_to_non_source_descriptor,hun41 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Hybrid_cDNASeq_08,1,raw_code_or_artifact,route_to_non_source_descriptor,Hybrid_cDNASeq_08 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Hydrothorax_P1_BU24,1,raw_code_or_artifact,route_to_non_source_descriptor,Hydrothorax_P1_BU24 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
I015,1,raw_code_or_artifact,route_to_non_source_descriptor,I015 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
I016,1,raw_code_or_artifact,route_to_non_source_descriptor,I016 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
I033,1,raw_code_or_artifact,route_to_non_source_descriptor,I033 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
I051,1,raw_code_or_artifact,route_to_non_source_descriptor,I051 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
IBET-151_R1,1,raw_code_or_artifact,route_to_non_source_descriptor,IBET-151_R1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
IgG.s_5,1,raw_code_or_artifact,route_to_non_source_descriptor,IgG.s_5 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
iMPP1,1,raw_code_or_artifact,route_to_non_source_descriptor,iMPP1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Input_H2171,1,raw_code_or_artifact,route_to_non_source_descriptor,Input_H2171 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
input_WT_30C_rep1,1,raw_code_or_artifact,route_to_non_source_descriptor,input_WT_30C_rep1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Jax4,1,raw_code_or_artifact,route_to_non_source_descriptor,Jax4 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Jax6,1,raw_code_or_artifact,route_to_non_source_descriptor,Jax6 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Jeko-1-Sen_DMSO_6hr,1,raw_code_or_artifact,route_to_non_source_descriptor,Jeko-1-Sen_DMSO_6hr (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
JPB1,1,raw_code_or_artifact,route_to_non_source_descriptor,JPB1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
K562_flavopiridol_exp-1,1,raw_code_or_artifact,route_to_non_source_descriptor,K562_flavopiridol_exp-1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
KPN7,1,raw_code_or_artifact,route_to_non_source_descriptor,KPN7 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Kre33-data-I,1,raw_code_or_artifact,route_to_non_source_descriptor,Kre33-data-I (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Kre33-data-II,1,raw_code_or_artifact,route_to_non_source_descriptor,Kre33-data-II (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
LA16BALB_18S,1,raw_code_or_artifact,route_to_non_source_descriptor,LA16BALB_18S (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Locker_P140_BU25,1,raw_code_or_artifact,route_to_non_source_descriptor,Locker_P140_BU25 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Locker_P23_BU25,1,raw_code_or_artifact,route_to_non_source_descriptor,Locker_P23_BU25 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Locker_P44_BU19,1,raw_code_or_artifact,route_to_non_source_descriptor,Locker_P44_BU19 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Locker_P77_BU10,1,raw_code_or_artifact,route_to_non_source_descriptor,Locker_P77_BU10 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
MCF7_4hrs_post_E2,1,raw_code_or_artifact,route_to_non_source_descriptor,MCF7_4hrs_post_E2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
MCF7_5hrs_post_E2,1,raw_code_or_artifact,route_to_non_source_descriptor,MCF7_5hrs_post_E2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
MDA-MB-231_WT,1,raw_code_or_artifact,route_to_non_source_descriptor,MDA-MB-231_WT (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Meat1,1,raw_code_or_artifact,route_to_non_source_descriptor,Meat1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Meat2,1,raw_code_or_artifact,route_to_non_source_descriptor,Meat2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
