assembly_accession	biosample	organism	decision	reason	Host	Host_Original	Host_SD	Host_TaxID	Host_Context_SD	Sampling_Context_SD	Host_Colonization_Status_SD	Host_Vital_Status_SD	Sample_Material_SD	Isolation_Source_SD	Sample_Type_SD	Environment_Medium_SD	Environment_Local_Scale_SD	Environment_Broad_Scale_SD	raw_context
GCA_015845815.1	SAMN03654370	Bacillus thuringiensis	keep	vital-status audit	absent	dead mosquito larvae	Culicidae	7157				deceased		clinical/host-associated material	cell culture				cell culture | culture | clinical/host-associated material | clinical/host-associated material | dead mosquito larvae | cell culture | dead mosquito larvae | cell culture
GCA_000469015.2	SAMN02313291	Bacillus amyloliquefaciens UASWS BA1	keep	vital-status audit	absent	absent						deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | dead Platanus x acerifolia | dead Platanus x acerifolia
GCA_000266865.1	SAMN02471344	Mycoplasmopsis agalactiae 14628	keep	vital-status audit	ibex	ibex	Capra ibex	72542				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | lower respiratory tract/bronch/pleural cavity | lung lesions of a dead ibex | lung lesions of a dead ibex
GCA_025629335.1	SAMN30816139	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | Brain tissue of dead ducks | tissue sample | Brain tissue of dead ducks | tissue sample
GCA_024124985.1	SAMN29359817	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | brain tissue | tissue sample | brain tissue | tissue sample
GCA_031711615.1	SAMN36398610	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031712315.1	SAMN36398629	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_033206515.1	SAMN03121743	Campylobacter coli	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_033206555.1	SAMN03121742	Campylobacter coli	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_031711895.1	SAMN36398617	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_035581365.1	SAMN38932896	Tsuneonella sp. CC-YZS046	keep	vital-status audit	absent	bark of a dead tree	Viridiplantae	33090				deceased		clinical/host-associated material	cell culture				cell culture | culture | clinical/host-associated material | clinical/host-associated material | bark of a dead tree | cell culture | bark of a dead tree | cell culture
GCA_031712095.1	SAMN36398623	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031713755.1	SAMN36398557	Pasteurella multocida	keep	vital-status audit	Chicken	Chicken	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_025629515.1	SAMN30816347	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | Brain tissue of dead ducks | tissue sample | Brain tissue of dead ducks | tissue sample
GCA_033206775.1	SAMN03121723	Campylobacter jejuni	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_031712795.1	SAMN36398550	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_009665065.1	SAMN13243685	Brucella sp. 10RB9214	keep	vital-status audit	Pyxicephalus edulis (African bullfrog)	Pyxicephalus edulis (African bullfrog)	Pyxicephalus edulis	333692				deceased		clinical/host-associated material	gut content	culture medium			gut content | gut content | clinical/host-associated material | clinical/host-associated material | culture medium | skin/body surface | Tissue samples (liver, spleen, lung, heart, kidney, ovaries, gut, and skin) | Tissue samples (liver, spleen, lung, heart, kidney, ovaries, gut, and skin) were cultured on Columbia sheep blood, Gassner's agar (Oxoid, Wesel, Germany), and brucella agar (Merck, Darmstadt, Germany) at 20C and 37C for up to 96 h in an aerobic and microaerophilic atmosphere (5% H2, 10% CO2, 85% N). | Tissue samples (liver, spleen, lung, heart, kidney, ovaries, gut, and skin)
GCA_025629465.1	SAMN30816293	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | Brain tissue of dead ducks | tissue sample | Brain tissue of dead ducks | tissue sample
GCA_021700675.1	SAMN25289154	Escherichia coli	keep	vital-status audit	Gallus gallus	Gallus gallus	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Peritoneum Dead 1
GCA_036212365.1	SAMN32975067	Brevibacillus agri	keep	vital-status audit	Apis mellifera	Apis mellifera	Apis mellifera	7460				deceased		clinical/host-associated material	cell culture				cell culture | culture | clinical/host-associated material | clinical/host-associated material | dead honeybee larvae powdery scale | cell culture | dead honeybee larvae powdery scale | cell culture
GCA_025907695.1	SAMN31394347	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead waterfowl | Dead waterfowl
GCA_031716835.1	SAMN36398601	Pasteurella multocida	keep	vital-status audit	Goose	Goose	Anser anser	8843				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_002899375.1	SAMN08373108	Serratia marcescens	keep	vital-status audit	Dillman	Dead Mole Cricket	Gryllidae	6995				deceased		clinical/host-associated material	pure/single culture	environmental material			pure/single culture | culture | clinical/host-associated material | clinical/host-associated material | environmental material | Dead Mole Cricket | Scapteriscus borellii | Single colony | Dead Mole Cricket | Single colony | Scapteriscus borellii
GCA_021014295.1	SAMN19613164	Bacillus anthracis	keep	vital-status audit	Bos indicus	Bos indicus	Bos indicus	9915				deceased	blood	environmental material	blood	soil		terrestrial environment	blood | clinical/host-associated material | environmental material | environmental material | soil | terrestrial environment | Soil contaminated with the blood from the dead animal | Soil contaminated with the blood from the dead animal
GCA_033206995.1	SAMN03121718	Campylobacter jejuni	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_048708615.1	SAMN47479139	Vibrio parahaemolyticus	clear	vital-status audit	unknown	unknown						alive		seafood/aquatic food product	seafood				seafood | aquatic food product | seafood/aquatic food product | aquatic food product | shrimp Alive bait
GCA_002859425.1	SAMN04622942	Pasteurella multocida	keep	vital-status audit	Bos taurus	Bos taurus	Bos taurus	9913				alive		28104					28104 | nasopharynx/oropharynx | 28104 | nasopharynx | mucus | nasopharynx
GCA_031714175.1	SAMN36398540	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_033206595.1	SAMN03121738	Campylobacter jejuni	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_036212445.1	SAMN32975064	Brevibacillus agri	keep	vital-status audit	Apis mellifera	Apis mellifera	Apis mellifera	7460				deceased		clinical/host-associated material	cell culture				cell culture | culture | clinical/host-associated material | clinical/host-associated material | dead honeybee larvae with powdery scale | cell culture | dead honeybee larvae with powdery scale | cell culture
GCA_000733505.1	SAMN02866503	Lysinibacillus sphaericus	keep	vital-status audit	absent	dead mosquito larve	Culicidae	7157				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | dead mosquito larve | dead mosquito larve
GCA_031712735.1	SAMN36398552	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031714235.1	SAMN36398569	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031714835.1	SAMN36398581	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_033206615.1	SAMN03121739	Campylobacter coli	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_025629445.1	SAMN30816252	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | Brain tissue of dead ducks | tissue sample | Brain tissue of dead ducks | tissue sample
GCA_031714735.1	SAMN36398579	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_025907415.1	SAMN31394336	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead waterfowl | Dead waterfowl
GCA_025907715.1	SAMN31394346	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead waterfowl | Dead waterfowl
GCA_053603875.1	SAMN41498639	Streptomyces cyaneofuscatus	keep	vital-status audit	absent	root of the old dead tree from forest	Viridiplantae	33090				deceased		plant-associated material		soil		plant-associated environment	plant-associated material | plant-associated material | soil | plant-associated environment | root | root of the old dead tree from forest | root of the old dead tree from forest
GCA_000833045.1	SAMN03199333	Bacillus cereus E33L	clear	vital-status audit	absent	absent						deceased		poultry meat/product	pure/single culture				pure/single culture | culture | poultry meat/product | food/meat | Animal, carcass of dead zebra | Microbial isolate culture | Animal, carcass of dead zebra | Microbial isolate culture
GCA_001028205.1	SAMN02721577	Pasteurella multocida subsp. multocida	keep	vital-status audit	buffalo	buffalo	Bubalus bubalis	89462				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | bone marrow of dead buffalo with haemorrhagic septicaemia | bone marrow of dead buffalo with haemorrhagic septicaemia
GCA_002859325.1	SAMN04622931	Pasteurella multocida	keep	vital-status audit	Bos taurus	Bos taurus	Bos taurus	9913				alive		13524					13524 | nasopharynx/oropharynx | 13524 | nasopharynx | mucus | nasopharynx
GCA_025629485.1	SAMN30816346	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | Brain tissue of dead ducks | tissue sample | Brain tissue of dead ducks | tissue sample
GCA_035798875.1	SAMN33769749	Bacillus cereus	keep	vital-status audit	budworm	budworm	Lepidoptera	7088				deceased		clinical/host-associated material	cell culture				cell culture | culture | clinical/host-associated material | clinical/host-associated material | larva | cell culture | larva | cell culture
GCA_031715175.1	SAMN36398592	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031712155.1	SAMN36398626	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031712225.1	SAMN36398627	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_048808065.1	SAMN47516500	Vibrio parahaemolyticus	clear	vital-status audit	unknown	unknown						alive		seafood/aquatic food product	seafood				seafood | aquatic food product | seafood/aquatic food product | aquatic food product | shrimp Alive bait
GCA_031714935.1	SAMN36398580	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031714035.1	SAMN36398565	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031716715.1	SAMN36398600	Pasteurella multocida	keep	vital-status audit	Goose	Goose	Anser anser	8843				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_024124315.1	SAMN29361604	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | brain tissue | tissue sample | brain tissue | tissue sample
GCA_056342905.1	SAMN45853059	Proteus mirabilis	keep	vital-status audit	chicken	chicken	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead embryos | Dead embryos
GCA_031710415.1	SAMN36398605	Pasteurella multocida	keep	vital-status audit	Chicken	Chicken	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031714895.1	SAMN36398584	Pasteurella multocida	keep	vital-status audit	Goose	Goose	Anser anser	8843				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_030534275.1	SAMN36414958	Salmonella enterica subsp. enterica serovar Paratyphi B	keep	vital-status audit	absent	dead mute swan	Cygnus	8867				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | dead mute swan
GCA_033206795.1	SAMN03121721	Campylobacter jejuni	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_031714415.1	SAMN36398574	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | brain | brain
GCA_002859485.1	SAMN04622932	Pasteurella multocida	keep	vital-status audit	Bos taurus	Bos taurus	Bos taurus	9913				alive		13317					13317 | nasopharynx/oropharynx | 13317 | nasopharynx | mucus | nasopharynx
GCA_025907525.1	SAMN31394335	Riemerella anatipestifer	keep	vital-status audit	goose	goose	Anser anser	8843				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead waterfowl | Dead waterfowl
GCA_009664925.1	SAMN13243680	Brucella sp. 09RB8913	keep	vital-status audit	Pyxicephalus edulis (African bullfrog)	Pyxicephalus edulis (African bullfrog)	Pyxicephalus edulis	333692				deceased		clinical/host-associated material	gut content	culture medium			gut content | gut content | clinical/host-associated material | clinical/host-associated material | culture medium | skin/body surface | Tissue samples (liver, spleen, lung, heart, kidney, ovaries, gut, and skin) | Tissue samples (liver, spleen, lung, heart, kidney, ovaries, gut, and skin) were cultured on Columbia sheep blood, Gassner's agar (Oxoid, Wesel, Germany), and brucella agar (Merck, Darmstadt, Germany) at 20C and 37C for up to 96 h in an aerobic and microaerophilic atmosphere (5% H2, 10% CO2, 85% N). | Tissue samples (liver, spleen, lung, heart, kidney, ovaries, gut, and skin)
GCA_002859305.1	SAMN04622933	Pasteurella multocida	keep	vital-status audit	Bos taurus	Bos taurus	Bos taurus	9913				alive		13512					13512 | nasopharynx/oropharynx | 13512 | nasopharynx | mucus | nasopharynx
GCA_031712335.1	SAMN36398628	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_056342685.1	SAMN45853070	Proteus mirabilis	keep	vital-status audit	chicken	chicken	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead embryos | Dead embryos
GCA_025907565.1	SAMN31394334	Riemerella anatipestifer	keep	vital-status audit	goose	goose	Anser anser	8843				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead waterfowl | Dead waterfowl
GCA_031583005.1	SAMN37274988	Pasteurella multocida	keep	vital-status audit	Mamorta Himalayana	Mamorta Himalayana	Marmota himalayana	93163				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | bone marrow | bone marrow
GCA_056342955.1	SAMN45853056	Proteus mirabilis	keep	vital-status audit	chicken	chicken	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead embryos | Dead embryos
GCA_031716095.1	SAMN36398591	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031716555.1	SAMN36398598	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | brain | brain
GCA_031711655.1	SAMN36398609	Pasteurella multocida	keep	vital-status audit	Chicken	Chicken	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | brain | brain
GCA_050479605.1	SAMN41009677	Paenibacillus larvae	keep	vital-status audit	honeybee	honeybee	Apis mellifera	7460				deceased		clinical/host-associated material	cell culture				cell culture | culture | clinical/host-associated material | clinical/host-associated material | larvae | cell culture | larvae | cell culture
GCA_024437825.1	SAMN29759869	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | Brain tissue of dead ducks | tissue sample | Brain tissue of dead ducks | tissue sample
GCA_031716215.1	SAMN36398543	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031710375.1	SAMN36398604	Pasteurella multocida	keep	vital-status audit	Goose	Goose	Anser anser	8843				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_048808085.1	SAMN47516344	Vibrio parahaemolyticus	clear	vital-status audit	unknown	unknown						alive		seafood/aquatic food product	seafood				seafood | aquatic food product | seafood/aquatic food product | aquatic food product | shrimp Alive bait
GCA_025907735.1	SAMN31394342	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead waterfowl | Dead waterfowl
GCA_031712035.1	SAMN36398622	Pasteurella multocida	keep	vital-status audit	Chicken	Chicken	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031712295.1	SAMN36398630	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031714635.1	SAMN36398577	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | brain | brain
GCA_033764115.1	SAMN38204081	Bacillus thuringiensis	keep	vital-status audit	Mamestra brassicae	Mamestra brassicae	Mamestra brassicae	55057				deceased		clinical/host-associated material	cell culture				cell culture | culture | clinical/host-associated material | clinical/host-associated material | dead larvae | cell culture | dead larvae | cell culture
GCA_033206855.1	SAMN03121734	Campylobacter jejuni	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_031716015.1	SAMN36398595	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_025907635.1	SAMN31394348	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead waterfowl | Dead waterfowl
GCA_025907655.1	SAMN31394340	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead waterfowl | Dead waterfowl
GCA_053570255.1	SAMN50285129	Yersinia pestis	keep	vital-status audit	Marmot baibacina	Marmot baibacina	Marmota baibacina	93157				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | dead rodent | dead rodent
GCA_025907785.1	SAMN31394345	Riemerella anatipestifer	keep	vital-status audit	goose	goose	Anser anser	8843				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead waterfowl | Dead waterfowl
GCA_021021295.1	SAMN21033741	Agromyces mediolanus	keep	vital-status audit	absent	Dead mussels	Mytilidae	6547				deceased		clinical/host-associated material	culture				culture | culture | clinical/host-associated material | clinical/host-associated material | Dead mussels | Pure culture of bacteria | Dead mussels | Pure culture of bacteria
GCA_031713835.1	SAMN36398558	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031716655.1	SAMN36398599	Pasteurella multocida	keep	vital-status audit	Chicken	Chicken	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031714555.1	SAMN36398576	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | brain | brain
GCA_025200595.1	SAMN30466962	Cronobacter sakazakii	keep	vital-status audit	Bos taurus	Bos taurus	Bos taurus	9913				alive		feedlot					feedlot | rectum/perianal region | feedlot | rectoanal junction mucosa | feedlot | rectoanal junction mucosa
GCA_046581345.1	SAMN33244440	Streptococcus iniae	keep	vital-status audit	Lates calcarifer	Lates calcarifer	Lates calcarifer	8187				deceased		environmental material		pond water	pond	freshwater environment	environmental material | environmental material | pond water | pond | freshwater environment | Dead farmed asian seabass in pond
GCA_021337475.2	SAMN24526501	Escherichia coli	keep	vital-status audit	Columba sp.	Columba sp.	Columba sp.	8933				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | egg with dead embryo
GCA_033206695.1	SAMN03121726	Campylobacter jejuni	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_003987565.1	SAMN06609014	Vagococcus fessus	keep	vital-status audit	Phoca vitulina	Phoca vitulina	Phoca vitulina	9720				deceased		clinical/host-associated material	cell culture				cell culture | culture | clinical/host-associated material | clinical/host-associated material | organ/tissue site | dead seal liver and kidney | cell culture | dead seal liver and kidney | cell culture
GCA_041699455.1	SAMN43181681	Bremerella cremea	keep	vital-status audit	ark clam	ark clam	Veneroida	6565				deceased			cell culture				cell culture | culture | cell culture | cell culture
GCA_033206815.1	SAMN03121732	Campylobacter jejuni	keep	vital-status audit	absent	Grey seal pup; dead wild	Phocidae	9709				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Grey seal pup; dead wild
GCA_000328625.1	SAMN02261360	Halobacteroides halobius DSM 5150	clear	vital-status audit	absent	absent						deceased		environmental material		marine sediment		aquatic sediment environment	environmental material | environmental material | marine sediment | aquatic sediment environment | Dead Sea sediment | Dead Sea sediment
GCA_031711965.1	SAMN36398620	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_056342745.1	SAMN45853067	Proteus mirabilis	keep	vital-status audit	chicken	chicken	Gallus gallus	9031				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead embryos | Dead embryos
GCA_031714355.1	SAMN36398570	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_031715075.1	SAMN36398587	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_024124965.1	SAMN29361608	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | brain tissue | tissue sample | brain tissue | tissue sample
GCA_025907645.1	SAMN31394331	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | Dead waterfowl | Dead waterfowl
GCA_002162175.1	SAMN06141919	Histophilus somni	keep	vital-status audit	Bos taurus	Bos taurus	Bos taurus	9913				alive	bronchoalveolar lavage fluid	clinical/host-associated material	bronchoalveolar lavage fluid				bronchoalveolar lavage fluid | respiratory sample | clinical/host-associated material | clinical/host-associated material | lower respiratory tract/bronch/pleural cavity | 17719 | bronchoalveolar lavage | bodily fluid | bronchoalveolar lavage
GCA_031711835.1	SAMN36398616	Pasteurella multocida	keep	vital-status audit	Duck	Duck	Anas platyrhynchos	8839				deceased		clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | organ/tissue site | liver | liver
GCA_025629705.1	SAMN30822818	Riemerella anatipestifer	keep	vital-status audit	goose	goose	Anser anser	8843				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | Brain tissue of dead goose | tissue sample | Brain tissue of dead goose | tissue sample
GCA_008630635.1	SAMN12684172	Neptunomonas concharum	keep	vital-status audit	absent	a dead ark clam	Veneroida	6565				deceased		seafood/aquatic food product					seafood/aquatic food product | aquatic food product | a dead ark clam | a dead ark clam | sea water
GCA_025629385.1	SAMN30816215	Riemerella anatipestifer	keep	vital-status audit	duck	duck	Anas platyrhynchos	8839				deceased	tissue	clinical/host-associated material	tissue				tissue | tissue | clinical/host-associated material | clinical/host-associated material | organ/tissue site | Brain tissue of dead ducks | tissue sample | Brain tissue of dead ducks | tissue sample
GCA_025200655.1	SAMN30466957	Proteus vulgaris	keep	vital-status audit	Bos taurus	Bos taurus	Bos taurus	9913				alive		feedlot					feedlot | rectum/perianal region | feedlot | rectoanal junction mucosa | feedlot | rectoanal junction mucosa
