current_field	standardized_value	primary_semantic_class	secondary_semantic_classes	semantic_components	affected_assignments	additive_destinations	remove_from_current_field	action_class	confidence	rationale	source_flags
Environment_Local_Scale_SD	biofilter	unresolved		unresolved:no deterministic semantic component	3	admin_review	false	classifier_uncertain	low	Environment_Local_Scale_SD should contain local environmental or facility features only.	non_local_values_in_environment_local_scale
Environment_Local_Scale_SD	hypolithic environment	unresolved		unresolved:no deterministic semantic component	3	admin_review	false	classifier_uncertain	low	Environment_Local_Scale_SD should contain local environmental or facility features only.	non_local_values_in_environment_local_scale
Isolation_Source_SD	Broncho-Alveolar Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	3	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	DNA extract	sample_material	sample_processing	sample_material:molecular extract|sample_processing:DNA extraction	3	Sample_Material_SD|Sample_Type_SD|Sample_Processing_SD	false	composite_requires_split	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Gastric lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	3	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	3	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Mucus collected from the Florida false coral (Ricordea florida)	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	3	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	bronchioalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	3	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	purulent material	sample_material	anatomical_material	sample_material:pus/purulent material|anatomical_material:host anatomical material	3	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD_Broad	molecular extract	sample_material	sample_processing	sample_material:molecular extract|sample_processing:molecular extraction	3	Sample_Material_SD|Sample_Type_SD|Sample_Processing_SD	false	composite_requires_split	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Sample_Type_SD	feed/fodder	unresolved		unresolved:no deterministic semantic component	3	admin_review	false	classifier_uncertain	low	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
Environment_Medium_SD	mine tailings	unresolved		unresolved:no deterministic semantic component	2	admin_review	false	classifier_uncertain	low	Environment_Medium_SD should contain physical environmental media only.	non_medium_values_in_environment_medium
Isolation_Site_SD	catheter	source_context	collection_device	collection_device:catheter|source_context:medical device	2	Isolation_Source_SD|Sample_Collection_Device_SD	true	confirmed_high_confidence_fix	high	Isolation_Site_SD should contain anatomical sites or plant parts only.	conflicting_anatomical_site_fields|non_site_values_in_isolation_site|remaining_non_site_values
Isolation_Source_SD	Broncho alveolaire lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Broncho alveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Catether (Blood)	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	2	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Lizards faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	2	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Post-lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Tracheobronchial lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Yellow mucus	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	2	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	appendix content	sample_material		sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	baby faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	2	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	bat, faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	2	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	biogas reactor content	sample_material		sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	biopsy	sample_material	collection_method	sample_material:biopsy/tissue|collection_method:biopsy	2	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	broncho alveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	cerebrospinal	sample_material		sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	gastric content	sample_material		sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	ileal contents	sample_material		sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	kite (cloacal swab)	sample_material	collection_device	collection_device:collection device|sample_material:swab specimen|collection_device:swab	2	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Device_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	pancreatic cyst contents	sample_material		sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	secretion	sample_material	anatomical_material	sample_material:secretion|anatomical_material:host anatomical material	2	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	uterine contents	sample_material		sample_material:physical specimen/material	2	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD_Broad	medical device	unresolved		unresolved:no deterministic semantic component	2	admin_review	false	classifier_uncertain	low	Broad source category is a legacy umbrella or decomposition candidate; document before migration.	ambiguous_broad_source_categories
Isolation_Source_SD_Broad	sample	metadata_descriptor		metadata_descriptor:generic descriptor	2	suppress/provenance only	false	legacy_compatibility_label	high	Broad source category is a legacy umbrella or decomposition candidate; document before migration.	ambiguous_broad_source_categories
Isolation_Source_SD_Broad	upper respiratory tract	anatomical_site		anatomical_site:anatomical site or plant part	2	Host_Anatomical_Site_SD|Isolation_Site_SD	false	legacy_compatibility_label	high	Broad source category is a legacy umbrella or decomposition candidate; document before migration.	ambiguous_broad_source_categories
Environment_Medium_SD	healthcare facility surface	environment_local_scale		environment_local_scale:local environmental or facility feature	1	Environment_Local_Scale_SD	true	manual_review	high	Environment_Medium_SD should contain physical environmental media only.	non_medium_values_in_environment_medium
Environment_Medium_SD	microplastic/plastic	unresolved		unresolved:no deterministic semantic component	1	admin_review	false	classifier_uncertain	low	Environment_Medium_SD should contain physical environmental media only.	non_medium_values_in_environment_medium
Isolation_Source_SD	Abdominal (drain aspirate)	sample_material	collection_method|environment_local_scale	collection_method:collection method|sample_material:physical specimen/material|environment_local_scale:local environmental or facility feature	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD|Environment_Local_Scale_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Abdominal contents	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Abomasum content	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Alveolar lavage specimen	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Brochoalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronchialveolar Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronchioaleveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronchioalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronchoalve. Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronchoalvelar lavage (BAL)	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronchoavleolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Broncholaveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Broncial Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronco-alveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronko-alveolær lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Canine faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Cat faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Cerebrospinal	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Chest (PUS)	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Columba livia crop contents	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Coral mucus	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Corn Snake (Faeces)	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Elbow(PUS)-left	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Eviscerated Contents	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Eviscerated content	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Eviscerated contents	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Faeces - Goat - Local livestock market	sample_material	anatomical_material|environment_local_scale	sample_material:physical specimen/material|anatomical_material:host anatomical material|environment_local_scale:local environmental or facility feature	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD|Environment_Local_Scale_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Faeces of piglets	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	GI content	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Gastric Contents	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Gastric content	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Gastric contents	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Infant faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Lizard Faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Lizard faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Lizard, faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Peritoneal lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Post lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Purulent material	sample_material	anatomical_material	sample_material:pus/purulent material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	R elbow synovial fluid.	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Right hip (fluid)	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Right knee synovial fluid.	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Rodent faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Snake faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Uterine Body Plus Contents	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	VACUUM CONTENTS	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Vulture faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	abomasal content	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	alveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	broncheoalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	broncho-alveolar lavage (BAL)	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	broncho-aveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	bronchoavelar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	bursa content	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	cerebrospinal fluid	sample_material	anatomical_material	sample_material:cerebrospinal fluid|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	colonic content	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
