current_field	standardized_value	primary_semantic_class	secondary_semantic_classes	semantic_components	affected_assignments	additive_destinations	remove_from_current_field	action_class	confidence	rationale	source_flags
Isolation_Source_SD	Bronchoalvelar lavage (BAL)	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronchoavleolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Broncholaveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Broncial Lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronco-alveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Bronko-alveolær lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Canine faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Cat faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Cerebrospinal	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Chest (PUS)	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Columba livia crop contents	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Coral mucus	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Corn Snake (Faeces)	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Elbow(PUS)-left	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Eviscerated Contents	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Eviscerated content	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Eviscerated contents	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Faeces - Goat - Local livestock market	sample_material	anatomical_material|environment_local_scale	sample_material:physical specimen/material|anatomical_material:host anatomical material|environment_local_scale:local environmental or facility feature	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD|Environment_Local_Scale_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Faeces of piglets	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	GI content	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Gastric Contents	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Gastric content	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Gastric contents	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Infant faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Lizard Faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Lizard faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Lizard, faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Peritoneal lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Post lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Purulent material	sample_material	anatomical_material	sample_material:pus/purulent material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	R elbow synovial fluid.	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Right hip (fluid)	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Right knee synovial fluid.	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Rodent faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Snake faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Uterine Body Plus Contents	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	VACUUM CONTENTS	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	Vulture faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	abomasal content	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	alveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	broncheoalveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	broncho-alveolar lavage (BAL)	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	broncho-aveolar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	bronchoavelar lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	bursa content	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	cerebrospinal fluid	sample_material	anatomical_material	sample_material:cerebrospinal fluid|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	colonic content	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	endotrach lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.10	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.11	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.12	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.13	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.14	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.15	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.16	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.17	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.7	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.8	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	faeces 9.9	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	faeces of a thoroughbred horse	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	guttural pouch contents	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	infant faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	intraocular contents	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	lamb faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	leaf tissue	sample_material	anatomical_site	sample_material:physical specimen/material|anatomical_site:anatomical site or plant part	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Site_SD|Isolation_Site_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	mandibular lymphnode (abscess)	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	midgut content	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	mucus [ENVO:02000040]	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	mucus from female	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	mucus of coral	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	neonatal calf faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	peritoneal lavage	sample_material	collection_method	collection_method:collection method|sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD|Sample_Collection_Method_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	poulltry faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	purulent content	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	roe deer faeces	sample_material	anatomical_material	sample_material:physical specimen/material|anatomical_material:host anatomical material	1	Sample_Material_SD|Sample_Type_SD|Host_Anatomical_Material_SD	false	composite_requires_split	medium	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	synovial fluid.	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	the contents of the uterine cavity	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD	tracheal contents	sample_material		sample_material:physical specimen/material	1	Sample_Material_SD|Sample_Type_SD	false	additive_axis_enrichment	high	Material in source fields is a decomposition candidate, not necessarily an error under NCBI-compatible isolation_source semantics.	material_values_in_isolation_source
Isolation_Source_SD_Broad	culture medium	sample_processing		sample_processing:processing or molecular preparation	1	Sample_Processing_SD	false	legacy_compatibility_label	high	Broad source category is a legacy umbrella or decomposition candidate; document before migration.	ambiguous_broad_source_categories
Sample_Type_SD	plant material	host_context		host_context:host-associated context	1	Host_Context_SD	false	legacy_compatibility_label	high	Sample_Type compatibility field contains a value outside the field contract and should be reviewed before decomposition.	non_material_values_in_sample_type
